Error,Time,Mean P,P1,P2,P3
0.01819917438987564,850.0,0.19621957436851012,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.01411033319570576,950.0,0.19003999062419644,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.014678368911792075,1050.0,0.18194454603404994,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.014144771444285345,1150.0,0.17726488311449531,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.015736990802656416,1250.0,0.17185349871264352,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.018635649235472552,1350.0,0.16476308127860942,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.019583825036187393,1450.0,0.15941396650382209,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.021788542705150394,1550.0,0.15310979651162362,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.02346797641023815,1650.0,0.14756224071229312,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.02572826246975314,1750.0,0.14162203295792222,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.027464461539208215,1850.0,0.13618655129728507,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.02889157039043694,1950.0,0.1310864174252459,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.029765528659207285,2050.0,0.126715390722303,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.031148585811971687,2150.0,0.12196632272258176,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03175914312478187,2250.0,0.11818422558610643,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03222096287141403,2350.0,0.11468308030902047,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.0329993836450482,2450.0,0.11094497234485749,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03330548185523149,2550.0,0.10787414306486146,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03372279012020478,2650.0,0.10478668361808251,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03405253122070414,2750.0,0.10189954396769615,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03466071574878759,2850.0,0.09878635407065256,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.034988814349832364,2950.0,0.09608392546762219,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03548107814524176,3050.0,0.0932585640335495,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.035786177132949924,3150.0,0.09072241179184687,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03614415835271984,3250.0,0.08819107534124553,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03632926701972134,3350.0,0.08593725292617338,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03655008635972219,3450.0,0.08370290789200968,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.036687479764885275,3550.0,0.08163477631243742,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.036744819324245406,3650.0,0.07973786726961042,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.0368790507402324,3750.0,0.07779382273401131,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03697719762644152,3850.0,0.07595534640676206,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03709129123511386,3950.0,0.07413893554608991,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03709175324957738,4050.0,0.07252542581818901,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.037065109411230764,4150.0,0.07099883026406872,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03706691515549474,4250.0,0.06948080425091961,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03708208127774318,4350.0,0.06798243360572614,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03708495059007831,4450.0,0.066541429014391,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03707876098695856,4550.0,0.06515185976567167,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.037078492740055265,4650.0,0.06379022171812865,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03704741875246997,4750.0,0.0625081641430053,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.037028693315159594,4850.0,0.06124153027687105,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.0369828757841811,4950.0,0.06004697182563096,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03693204999970353,5050.0,0.05889130083114467,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.036870526189988886,5150.0,0.05778201819038046,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03680584999686275,5250.0,0.0567069556722433,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.0367414965610435,5350.0,0.05565886942503316,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.036658298819807845,5450.0,0.05466734248949288,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.036584164579205616,5550.0,0.05368751430019032,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03649699695433302,5650.0,0.05275340057109202,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.036406567599965536,5750.0,0.05184882556569228,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03631656700625315,5850.0,0.05096704734956456,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03621741248001233,5950.0,0.05012299870670513,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.036115364275357414,6050.0,0.04930580878565873,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03600991312804811,6150.0,0.04851559213837242,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03590970615673133,6250.0,0.0477370732239855,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.035799999908523464,6350.0,0.04699463013970317,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03569438760680526,6450.0,0.046264394508755975,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03558534329798143,6550.0,0.04555871935092532,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03546730687714043,6650.0,0.04488744587505999,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.035355673298340606,6750.0,0.044222102182229495,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03523415466533106,6850.0,0.043591983979966616,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03511603265192514,6950.0,0.04297228641712514,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.035001398619852415,7050.0,0.04236228621094609,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03488125953018798,7150.0,0.04177833032116868,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03476592719074491,7250.0,0.04120048240632937,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03464543389220622,7350.0,0.0406472257380755,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.034530523467310004,7450.0,0.04009770127564271,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.034411430305777924,7550.0,0.0395702312754308,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.0342913458402476,7650.0,0.03905830046906399,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03417403257828522,7750.0,0.03855421394120657,0.17954531392255133,0.23257645877232713,0.1765369504106519
0.03405469115901602,7850.0,0.03806706831931866,0.17954531392255133,0.23257645877232713,0.1765369504106519
