Error,Time,Mean P,P1,P2,P3,P4,P5,P6
0.011530627987218255,850.0,0.2975477141214851,0.2510912469351629,0.31867407477163573,0.3117063119280749,0.30213647916926184,0.27695450849143466,0.32472366343334086
0.013638881667310625,950.0,0.2781492646745954,0.2772324043853042,0.301579706000782,0.2664495863784472,0.2743836850184685,0.2253562230507139,0.32389398321385654
0.008958749695170657,1050.0,0.26563590212970817,0.2875913144700782,0.25917824750626967,0.25028102371055866,0.23309947909927783,0.2761330031244449,0.2875323448676197
0.008680910446739383,1150.0,0.2311004544610021,0.2509445460085314,0.24426279485587318,0.20642527696280924,0.22337781266352694,0.2534348564260497,0.20815743984922241
0.007188548165008011,1250.0,0.22670558777239566,0.2316799986626211,0.20351632308892748,0.25596078607725864,0.22449850197074436,0.22892292013131685,0.21565499670350546
0.010934993427446454,1350.0,0.2256211901731784,0.20777367294328922,0.2554003648343271,0.24221959315127017,0.18579117008361404,0.2161697247706422,0.24637261525592768
0.006429742617425645,1450.0,0.20970688201854967,0.22275061963238355,0.20846937270927243,0.18914859287388905,0.21569842443217233,0.19367701315184904,0.22849726931173145
0.00921439476660201,1550.0,0.18574760480311103,0.20802307902226033,0.18443590168153226,0.20240353737463565,0.19114464401349648,0.14402207969833858,0.1844563870284028
0.006572253910832359,1650.0,0.1839547121078052,0.16938438029849495,0.19268385035722166,0.16422493551399597,0.19761087530978969,0.20333983002532385,0.1764844011420051
0.005874036789891307,1750.0,0.1834753543324751,0.1963426836068683,0.17901281997103308,0.18339308612252375,0.2009510539673926,0.1602935911206588,0.18085889120637408
0.005478967777260543,1850.0,0.17047365531426562,0.19401418585442498,0.17491088412736164,0.1618734213862849,0.16476671579629754,0.17159924854474953,0.1556774761764751
0.006854234090929748,1950.0,0.15316397037469098,0.1684511710640119,0.15416258030309463,0.14667595278775702,0.14768503850233494,0.12762419896209376,0.17438488062885363
0.006962958999297562,2050.0,0.15732601228680432,0.18592095465424238,0.1491869111329374,0.16605975511413473,0.1499436787023573,0.15647258718160245,0.1363721869355517
0.0046730296985177605,2150.0,0.15089975244242929,0.16342571608609616,0.15034570065244912,0.12952211080903397,0.1541510932230296,0.15636404011724717,0.1515898537667198
0.0028478814881279673,2250.0,0.13281115431425353,0.13342552210757722,0.14000557577267456,0.1288499458660709,0.12383147665351678,0.12898655610617732,0.14176784937950437
0.009390152066901764,2350.0,0.13764783033055897,0.12042330107916678,0.1500298896380018,0.1768416543960175,0.11591300814959037,0.13865742249451432,0.12402170622606302
0.004285142745084103,2450.0,0.12514515560236494,0.14020472970995404,0.12773220961954349,0.10896665307183231,0.1281277318069144,0.1186276169516393,0.12721199245430617
0.004576807714993322,2550.0,0.11913859962122775,0.12141450711737206,0.12691176177215754,0.10458019845527426,0.1253013288828379,0.13079228781390093,0.10583151368582377
0.0022845842894156625,2650.0,0.1112211983489446,0.10373038115852999,0.10849769371992464,0.11818893437546239,0.10808379696171314,0.11708523822050951,0.11174114565752791
0.004504965957604787,2750.0,0.10939231777727221,0.1263955006488886,0.11170110771863062,0.11343335220481852,0.10101756307370764,0.10951115804054476,0.09429522497704317
0.004715184711266483,2850.0,0.10135772888923317,0.08953958716018554,0.11221593900718183,0.09888802552029027,0.10969569123793899,0.111587273560691,0.08621985684911138
0.005061821973840142,2950.0,0.10493161798772964,0.09623357048187478,0.12215456998547014,0.09694377838336299,0.09840828356748486,0.11958875635389236,0.0962607491542927
0.0027875576393758894,3050.0,0.09463590763754252,0.09525744049371335,0.09564837608195029,0.0816057035320544,0.09567529731922075,0.0979163424702803,0.10171228592803598
0.00429460513263683,3150.0,0.10101830999851409,0.11763896596913577,0.10365509969024313,0.08896562128256898,0.09327579274855198,0.09559721383819424,0.10697716646239049
0.004321791431227454,3250.0,0.07997642343819615,0.06815064984440519,0.0782077669357932,0.07390919158361019,0.09894975137545967,0.07713280194142193,0.08350837894848678
0.003953221420336155,3350.0,0.0916827823683511,0.08626938838887133,0.09671238812235115,0.08585368959452833,0.1041772728755537,0.09865180191858958,0.07843215331021258
0.0030258214904605976,3450.0,0.08133426527768815,0.07747976181398222,0.08438243526106426,0.07077959324144939,0.08288702273092878,0.0795823277475997,0.09289445087110457
0.0029211311516321114,3550.0,0.0725160059026821,0.07709753221013112,0.0840984265225358,0.06762561038409509,0.07009290581400975,0.07208419599723948,0.06409736448808148
0.003004453413108691,3650.0,0.06577070253574736,0.06868290376988519,0.07191956434738393,0.07480432604457657,0.06385789468124722,0.05971949417525746,0.05564003219613382
0.001482236900244582,3750.0,0.06613138878711528,0.06374285917032722,0.06539867557407503,0.07014925373134329,0.060596569878501434,0.06741730020733296,0.06948367416111174
0.003416571162082614,3850.0,0.06458886290448788,0.0584539429866741,0.07478909336030609,0.07285975466923492,0.06285149143419688,0.06564999360081548,0.05292890137569987
0.002332637535785021,3950.0,0.0653629976262729,0.06371595246629926,0.06381368337919213,0.07562974127240486,0.06751259000146885,0.06242514073541742,0.05908087790285487
0.003435536562909818,4050.0,0.061897649075977335,0.075777450871053,0.06343927784908453,0.06094288220281223,0.052568995392817924,0.05394687417787269,0.06471041396222367
0.0035623342785735673,4150.0,0.06430214768539246,0.06289240433802587,0.05977140033601357,0.05108519746286967,0.06625102068590093,0.07688376953937091,0.06892909375017378
0.0025411551272996862,4250.0,0.05883388940617646,0.06951097419297753,0.05255344763214804,0.05511322883289421,0.05764215110589156,0.06261904927006229,0.05556448540308516
0.0017794305518926293,4350.0,0.05136259516066662,0.056162837278071344,0.046473615223085546,0.056279856352623316,0.0508581270925223,0.04652998043309741,0.05187115458459987
0.0021474153074256693,4450.0,0.052071028942133175,0.05368007530620566,0.04762676006620736,0.04939580078530679,0.05587700977979569,0.04610761001873645,0.05973891769654711
0.002567562951519229,4550.0,0.05170134454254069,0.05568282190672442,0.04826045241465718,0.06168924937226122,0.0491543762517085,0.05170944908011526,0.04371171822977754
0.0018874316416452972,4650.0,0.04910914478418995,0.047048435613830195,0.05173600175575399,0.05103137164941726,0.049199484603532774,0.04116031892065723,0.054479256161948264
0.001969609648628364,4750.0,0.04831100025814735,0.05342801371658932,0.04455121693025832,0.04544981616648143,0.04416928339248678,0.05530421185892475,0.04696345948414349
0.001941344612281987,4850.0,0.04453046765572081,0.045379675696065734,0.045345244986569395,0.04757253833861221,0.04460814346569408,0.04888312831455312,0.03539407513283034
0.0016379328518225762,4950.0,0.0436965908853601,0.049391056773803774,0.046176964646202856,0.04093430403882822,0.03905372477323123,0.045804023799385564,0.040819471280708994
0.0017699037975857019,5050.0,0.037478790540461125,0.043582644813794785,0.03631522684096455,0.03817784789553864,0.04072205066405563,0.03147094800747704,0.03460402502093608
0.0018929728915643978,5150.0,0.038746670175462655,0.03634083723483607,0.045322795884177515,0.04337617715386683,0.03827206435316883,0.033546066208690245,0.03562208021803644
0.0015875570791985792,5250.0,0.039197581968918635,0.037102281272699926,0.03782538968344124,0.04686359837731568,0.03763470439964753,0.039405081842477124,0.0363544362379303
0.0010789322097788925,5350.0,0.03911736059651848,0.0373967791228537,0.03940155338843284,0.03998703900641878,0.04376745013418718,0.03783889075148657,0.03631245117573181
0.0011157216804744113,5450.0,0.03450792243602444,0.03759176569359506,0.03372219991440003,0.03607739917185745,0.034257843924169605,0.03571151907138538,0.029686806840739155
0.000773014386703785,5550.0,0.03370778302556007,0.03516880001793575,0.03529922024209512,0.035008073618989576,0.03362597757676363,0.03046746382154274,0.032677162876033575
0.001786160118536482,5650.0,0.03347353226599941,0.03783478305471668,0.03948027420513307,0.027718715250460046,0.031757421719642666,0.03244340996523364,0.03160658940081034
0.0004959564439751036,5750.0,0.03255883357269886,0.034062847070834276,0.033535513697522674,0.03228239620445451,0.03281493385379829,0.03203382941329624,0.030623481196287168
0.00255786917937512,5850.0,0.02957413544506157,0.025033611869259474,0.030353172803660778,0.0361207267074511,0.036191975209381416,0.029573526937885328,0.02017179914273129
0.00144442462998862,5950.0,0.02722288387909283,0.028967102901932548,0.03137267404989111,0.024728818925061485,0.0232712237183807,0.024309726032162374,0.030687757647128777
0.002101892521534511,6050.0,0.02921733155047461,0.0317785489854837,0.03268373580339148,0.020370144381886758,0.03479948411922943,0.028433398936652123,0.0272386770762042
0.0013194764333864645,6150.0,0.02798446963228092,0.03008174732507463,0.030060247516588243,0.024667702486718242,0.025615048189451484,0.025151939721302558,0.03233013255455037
0.0016081153242854364,6250.0,0.02876973619508678,0.027824728665708582,0.035753423878699335,0.02815642831611727,0.02368825086269122,0.029508656363482814,0.02768692908382146
0.0011122747019948868,6350.0,0.02593076954912303,0.02967660293518694,0.024085697070901087,0.025533061344425095,0.02890956160832043,0.023140188187307894,0.02423950614859673
0.0009319573003711727,6450.0,0.024307150434065564,0.02419606111191924,0.0255494278862525,0.026879384510973808,0.020137125276610775,0.02410091745741375,0.024979986361223307
0.001283790919044017,6550.0,0.024832674393165537,0.025868268563359307,0.023930331907189187,0.02070784287268237,0.029964686796799627,0.025595652930855254,0.02292926328810746
0.0020657850056160386,6650.0,0.024032671344518267,0.0327698550404492,0.01951345763520467,0.02418869597289156,0.025104137247239186,0.024072499338950754,0.01854738283237423
0.0014636994732796732,6750.0,0.023172586863368455,0.02907926539612165,0.020471525470342963,0.023306783366490426,0.02208736064758873,0.02507436839074273,0.01901621790892423
0.001310554884620739,6850.0,0.02231301075680217,0.027558270672714436,0.022651815596127195,0.022957297135695272,0.01847429230817429,0.019401650442607395,0.022834738385494432
0.002034612026482845,6950.0,0.02136516882962246,0.027933002551339764,0.019554021250126754,0.02646301139281587,0.020441783788615227,0.014549130523693523,0.019250063471143632
0.001227311152919894,7050.0,0.020288507162814988,0.017799896373456928,0.02121963034653431,0.02540715702666752,0.018565253518112963,0.017463054449323456,0.021276051262794745
0.0007506010922266666,7150.0,0.018259619097785677,0.020748356928639442,0.017028461189231042,0.02039213443519869,0.017742356336594663,0.01717727098627578,0.01646913471077447
0.0006449493098348301,7250.0,0.01727976505055346,0.018776132128253936,0.01924054211044584,0.017756883941738317,0.016674447018557213,0.01597587368442229,0.01525471141990316
0.0015422052971428449,7350.0,0.0200268661469607,0.02259012297670268,0.01812520853137764,0.014731622537602585,0.022129227495381126,0.02486336912388652,0.017721646216813654
0.001147107892407336,7450.0,0.017164822975251244,0.01763376524763501,0.017782168758843506,0.02161177462191304,0.017603714244890857,0.014911387738289001,0.01344612723993605
0.0011202551454181635,7550.0,0.018016365154555746,0.013110098822805023,0.019674658346182088,0.017793810788192307,0.017059914467668826,0.02005045835821663,0.020409250144269597
0.00036551022415154584,7650.0,0.016389743464959427,0.014999665485761014,0.017157341387246883,0.016003666243579115,0.016726181006921633,0.01601930136931382,0.01743230529693411
0.00018604316404499262,7750.0,0.01700800126323479,0.016609560690606533,0.017680438185395053,0.017417619861382586,0.016533885242962763,0.01698361710770489,0.016822886491356902
0.0009766946522221129,7850.0,0.01640627766506363,0.020735649411659434,0.017225123620903955,0.014052620135530693,0.014637839694667235,0.015965552177634488,0.015820880949985988
0.001001029057430392,7950.0,0.0158339152320153,0.01636343952918198,0.013968721779575614,0.01604946587516291,0.014665075488807912,0.013641470683157528,0.02031531803620586
0.0005460328435905497,8050.0,0.015090776957892238,0.01410092781800447,0.015413052887092438,0.014898708707954279,0.017071421836924224,0.01325107154860843,0.0158094789487696
0.00047813711829860475,8150.0,0.014682113800161186,0.014951908169153592,0.014406729841428064,0.012767570052750626,0.016232896035022985,0.015401211642891068,0.014332367059720783
0.0006611617270426927,8250.0,0.01291549280636759,0.01538341041943844,0.013515726010544328,0.013377250845065093,0.010568519014374722,0.011976193788242146,0.0126718567605408
0.0009370403014226647,8350.0,0.014131533159100713,0.015256532751479344,0.014411427815474307,0.015152995804357017,0.009974870403602088,0.01660590333860878,0.01338746884108274
0.0007014288620769308,8450.0,0.012716893328635353,0.014859025747275663,0.01317616551687845,0.014034206801337282,0.011732589465172753,0.010035015701899942,0.012464356739248028
0.0005667628823739698,8550.0,0.012107464146639262,0.009866722629225241,0.012603086935164057,0.0135879909353947,0.01100048737071499,0.012870975342519752,0.012715521666816826
0.0004735751296031282,8650.0,0.011832113595030109,0.012393248594457031,0.011180305644438598,0.013352178786639576,0.011944743266493443,0.012173819267711352,0.009948386010440652
0.0006924222524773248,8750.0,0.011913308516877918,0.013972636800368853,0.012049819627113718,0.009556691760431894,0.01031424862267158,0.012311127393257959,0.013275326897423494
0.0004621386552415732,8850.0,0.011051832466839509,0.012388854373713717,0.012179366500263984,0.009823344285000956,0.011531819369707012,0.009932834750988793,0.010454775521362588
0.0010342863167375497,8950.0,0.011028319865767152,0.013572037911950594,0.013685896923554675,0.010959598253756034,0.011732014196273132,0.0073931403441860515,0.008827231564882418
0.0004801910229207404,9050.0,0.010846230723560233,0.011713242649515553,0.0119384956773477,0.010740439440933575,0.008752612813434988,0.011490458416633613,0.010442135343495975
0.0006326653824904369,9150.0,0.011457973305999562,0.01140802263419903,0.014365261335454588,0.011604481357921725,0.010836595075242811,0.01065884645346993,0.009874632979709292
0.000586390147941534,9250.0,0.01089731905189871,0.012600390618740766,0.011464991268628849,0.009853162966428406,0.009318822772231963,0.009760058699140772,0.012386487986221516
0.000530174630031719,9350.0,0.00995032074183039,0.01123080862944204,0.01119922161999789,0.009845711625233549,0.007671010565293613,0.009787107046088223,0.009968064964927031
0.0003788462970503079,9450.0,0.00956483379938831,0.00861852458665473,0.009621537032438668,0.0112545560491383,0.009748177078332606,0.008941485752187908,0.009204722297577654
0.0003447951401092474,9550.0,0.00909739329608027,0.008381082799487195,0.009000373194988216,0.01036941076289467,0.008595588431662466,0.009884860543174232,0.008353044044274843
0.0004575333443307965,9650.0,0.009184121732976924,0.0096969431707035,0.010454968761628628,0.008737057520476115,0.007992286689827596,0.010288862566052978,0.007934611689172723
0.00039107789421717143,9750.0,0.00869965737139525,0.009877850833599478,0.008410201673336658,0.008862597805680213,0.007854754011858449,0.009681291600524868,0.007511248303371828
0.0004193532342877067,9850.0,0.008829335404985962,0.009400532791071914,0.008637417855409073,0.007090708928649379,0.010166453283705097,0.009065907041800247,0.008614992529280063
0.0002139745229417656,9950.0,0.008926644500152422,0.008521541329075974,0.0098072560877469,0.008856200776928627,0.00901633570450212,0.009065640086408071,0.008292893016252825
0.0004467538925528844,10050.0,0.009361615677653643,0.009510250920674663,0.009644199334228156,0.008523008975788192,0.011253979186424958,0.00811970416521613,0.009118551483589763
0.0003759628526268303,10150.0,0.009227875089379754,0.010478988000569093,0.008801110053896506,0.009396065357322772,0.007704213397876796,0.009526232112022017,0.009460641614591337
0.0002793052226981999,10250.0,0.008149533330673487,0.008885814737396728,0.008405439520526744,0.007543640591619059,0.008822738410661992,0.008038807696026317,0.007200759027810082
0.00036813544079656896,10350.0,0.007600272000176799,0.009186966004262708,0.0070930864589026,0.007967448065938852,0.007117300618911633,0.007597176804297142,0.006639654048747859
0.0005193052076559683,10450.0,0.007513941466761377,0.008782156678932158,0.008468326392267862,0.0055851258491648355,0.006751119744188401,0.00850967355145628,0.006987246584558725
0.0004169311254888204,10550.0,0.00699467224269451,0.008712315290852483,0.0070510613584664475,0.00656078918247556,0.005562339470776616,0.006947519948346686,0.007134008205249264
0.00032105126600080763,10650.0,0.008220480769618756,0.00795624502261732,0.009531495931001367,0.007718179038829544,0.008700602175104042,0.008092831026344347,0.007323531423815922
0.00035946643211374454,10750.0,0.00699636853694198,0.007269902622070562,0.006789566771346885,0.006594317941389562,0.008436814773001119,0.005768633591860111,0.007118975521983642
0.0004018116860737891,10850.0,0.007023087651244136,0.007463780961106933,0.005979849854004321,0.006116167961250891,0.006993573510596947,0.0069112648062620114,0.00867388881424371
0.00043321406246006367,10950.0,0.006693574537235784,0.006554146674205106,0.008507697904684019,0.0069660434256538575,0.0060147678738221985,0.00675952621383144,0.00535926513121809
0.0003330332011155308,11050.0,0.006740088611638908,0.00768633401563801,0.007066136103214649,0.007594891740733936,0.0062602642003224485,0.005853308839614547,0.005979596770309855
0.000329048977276398,11150.0,0.0059054247641632,0.006203299169762172,0.007221263639424134,0.005275521810047953,0.006107412571640417,0.004933447629429117,0.005691603764675404
0.0005224742109726117,11250.0,0.006828625253174555,0.009179572401391585,0.006897135930528917,0.005953214345206199,0.007149231454043482,0.0060546252668552,0.0057379721210219425
0.0001672437159822772,11350.0,0.00532764410449611,0.005589498916492669,0.005561222940966362,0.004677729745772843,0.005569150342040005,0.005624341675062828,0.004943921006641952
0.00043383909443815623,11450.0,0.006431431187730691,0.006055273068062505,0.007671997597934105,0.006310278617834722,0.005016152368320294,0.007695475937563644,0.005839409536668879
0.00020539930621294578,11550.0,0.00618843226986885,0.006323020699881627,0.00680295998227567,0.006242953150449233,0.006505238092815596,0.005891719246747084,0.005364702447043891
0.0003091318933401776,11650.0,0.005577043639845156,0.00653075043967019,0.005464699323208121,0.005847707923673033,0.005542717103948642,0.00423521732314211,0.005841169725428844
0.0003273917893364286,11750.0,0.005372325276827127,0.0048146135866959806,0.005123983248176591,0.0069411183685314185,0.0050732598430205155,0.00544445932567329,0.0048365172888649634
