6.298654125349536503e-01,-1.190263178882906213e+05
6.041999205006032270e-01,-1.106707296306827484e+05
5.847511265621914145e-01,-1.024250508085843030e+05
5.406107385777940699e-01,-9.665318577078191447e+04
5.402826402286823315e-01,-8.893471135589902406e+04
5.137737514804677774e-01,-8.303519017736894602e+04
4.721740903258922484e-01,-7.704737884128782025e+04
4.791099776963851364e-01,-7.221786601170791255e+04
4.450933704755916653e-01,-6.682672586300867260e+04
4.206761565281659787e-01,-6.178756817849503568e+04
4.153399444721571632e-01,-5.813859030657528638e+04
3.818284908871478756e-01,-5.286710246871144773e+04
3.661198749972847111e-01,-4.900978004540358233e+04
3.364099428827704297e-01,-4.398431065302478964e+04
3.200307447609205824e-01,-4.034097191383195604e+04
3.382885272001449617e-01,-4.041571891325135221e+04
2.993726931458022267e-01,-3.485910731459636736e+04
2.641485904480227465e-01,-2.930424889523173624e+04
2.474233103647199006e-01,-2.601552752451810011e+04
2.464560417289192729e-01,-2.494251929323070726e+04
2.344944217929204877e-01,-2.250425697522725386e+04
2.081343382670526321e-01,-1.809992493014740467e+04
2.032573361231144737e-01,-1.680694310112809035e+04
1.933972229704075119e-01,-1.485757511781352696e+04
1.906156509228913720e-01,-1.400217416641199270e+04
1.622240735230539022e-01,-9.353069379678287078e+03
1.675104515302597574e-01,-9.886969367110938038e+03
1.683117508356090919e-01,-9.725440022830938688e+03
1.417685400363692672e-01,-5.463551395811433395e+03
1.459368153879866126e-01,-5.959834476929521770e+03
1.371292250401683899e-01,-4.469627022039814619e+03
1.291987894243120660e-01,-3.138577412760113020e+03
1.287813343530970212e-01,-2.997336718834743351e+03
1.164125912710829297e-01,-1.025412555142924930e+03
1.159567504723951065e-01,-9.308163626917438478e+02
1.035173371042660828e-01,1.029479075178061976e+03
1.046932741337160688e-01,8.221706809965401135e+02
9.755757454800145778e-02,1.913659657338230545e+03
9.378724077488313771e-02,2.462266423574389592e+03
9.073497445059179600e-02,2.886151371206905424e+03
8.742928739591560028e-02,3.339752583806205621e+03
8.520667510371537912e-02,3.615326678499182435e+03
7.952963423227454864e-02,4.421276179581445831e+03
8.114788655753217561e-02,4.087393987845094216e+03
7.991134412942391130e-02,4.195258372593009881e+03
7.555030340229250407e-02,4.769765963272681802e+03
6.723106324470427830e-02,5.950583175626229604e+03
7.227377787518594887e-02,5.081168218752189205e+03
7.935668173985419016e-02,3.976043531246851217e+03
6.497376065824052305e-02,5.976746261553519616e+03
6.542368865152885238e-02,5.808263763374286100e+03
6.467463020052494072e-02,5.819296020509094888e+03
6.384459850204818321e-02,5.842094587545981994e+03
6.022880935659403329e-02,6.264176850446586286e+03
5.924560415078913150e-02,6.304345659133365189e+03
5.726759033817248323e-02,6.485758618133833806e+03
5.665495923687555863e-02,6.471525499964654955e+03
5.475713484109459572e-02,6.638268724914993982e+03
5.558666837489024959e-02,6.423711082681785228e+03
5.063140890447342946e-02,7.013421244175903666e+03
4.933691824752876876e-02,7.091229594742669178e+03
5.018440282321407625e-02,6.872738835954603928e+03
4.742830427466050713e-02,7.151209031147737733e+03
5.014475742222958971e-02,6.685774649936221067e+03
5.088780342739068763e-02,6.496201775991183240e+03
4.873933715025886154e-02,6.686886672238843857e+03
4.552412696230835609e-02,7.017297725020855978e+03
4.765735131970572080e-02,6.648174750338679587e+03
4.426750010588216544e-02,6.996464536676389798e+03
4.348987015713452059e-02,7.006304011745731259e+03
4.587903829553387214e-02,6.615241202894674643e+03
4.464125680727008133e-02,6.685745779672254685e+03
3.923395770859952614e-02,7.283344755559242003e+03
4.235988902136169493e-02,6.801808417998576260e+03
4.271637292137654696e-02,6.675794495448786620e+03
4.044971869618018551e-02,6.871641157525131348e+03
4.035564435923266746e-02,6.801738840451852411e+03
4.144947063152909505e-02,6.591498718122746141e+03
3.829205588587250575e-02,6.891349424505482602e+03
3.913497837576063176e-02,6.712396299630903741e+03
3.917929120834635209e-02,6.631361493940192304e+03
3.876459159214109412e-02,6.605356151422311086e+03
3.774912687067582401e-02,6.649520520310108623e+03
4.009203651578091554e-02,6.310979610401454011e+03
3.843015390902248390e-02,6.428769231856308579e+03
