7.037641162692747088e-01,-9.945125699365517357e+04
6.896329314543001576e-01,-9.298857809621568595e+04
6.797792763631812507e-01,-8.648906628414777515e+04
6.490262841303245933e-01,-8.488440692544903141e+04
6.446838472849172330e-01,-7.877447582654772850e+04
6.435958080355198563e-01,-7.309418212977360236e+04
6.268255102377408017e-01,-7.013052613177230523e+04
5.983739706604724873e-01,-6.833045758099084196e+04
5.960694473072700728e-01,-6.436735820891252661e+04
5.954488095059452535e-01,-6.073375962739434181e+04
5.778561152844232662e-01,-5.852913124342570518e+04
5.519137517153103190e-01,-5.665227122691097611e+04
5.584384076662542995e-01,-5.366035983391784976e+04
5.482825955623124026e-01,-5.149225036608332448e+04
5.170142954889326292e-01,-4.979238893542659207e+04
5.257913541699601456e-01,-4.756996258500374097e+04
5.024171934407488660e-01,-4.580269327791539399e+04
4.903484372214345077e-01,-4.398433451766845974e+04
4.735163022432899993e-01,-4.217583116427489585e+04
4.694688716931160744e-01,-4.058776263186781580e+04
4.509248211436002185e-01,-3.882744142156303133e+04
4.593310759909374763e-01,-3.767732006083284796e+04
4.343847198522107211e-01,-3.587677813326709293e+04
4.501128517647209337e-01,-3.511301578710965987e+04
3.946133134047866697e-01,-3.229959779706168047e+04
4.267987981505193540e-01,-3.245903671893678620e+04
3.985306762062018615e-01,-3.058149214855329410e+04
3.721459043721986326e-01,-2.859600011349526176e+04
3.503467267823963116e-01,-2.671013157967284496e+04
3.515506133344343809e-01,-2.606177826197874310e+04
3.463705097727357018e-01,-2.511315965836537362e+04
3.489805093473695163e-01,-2.461201895219278958e+04
3.371319301969494808e-01,-2.338881584443664542e+04
3.453985291170929006e-01,-2.324942824995073170e+04
3.262913588357384542e-01,-2.170961721633748675e+04
2.983071341005628097e-01,-1.956564678812024431e+04
3.010599963576811033e-01,-1.929599332983691420e+04
2.996261612908018290e-01,-1.878561512657977073e+04
2.894045571100904990e-01,-1.775982060810255643e+04
2.861969540840070825e-01,-1.718780598150560400e+04
2.706016289354918336e-01,-1.584165907820947177e+04
2.670695721517487575e-01,-1.529045359382635434e+04
2.396139082757993422e-01,-1.308412471135508713e+04
2.453781189435884635e-01,-1.324288075102471521e+04
2.474071063972961282e-01,-1.313053545097100141e+04
2.470469290710551602e-01,-1.286083250956424672e+04
2.257561311963493522e-01,-1.114130581997245463e+04
2.219370717338383647e-01,-1.066351633750192195e+04
2.208118546225978085e-01,-1.039367930852993413e+04
2.163867819389182212e-01,-9.895486955580001450e+03
2.015914190237592940e-01,-8.636155952462533605e+03
1.895367333759764294e-01,-7.563138328552597159e+03
1.997852449778746708e-01,-8.217068608907360613e+03
1.934809886619160701e-01,-7.616274587630466158e+03
1.975078877540706046e-01,-7.789559055024718873e+03
1.827558801596882720e-01,-6.576606151332776790e+03
1.740727559730347873e-01,-5.808918528827375667e+03
1.769033878105325253e-01,-5.936740522166266601e+03
1.725865743727429957e-01,-5.521165162542445614e+03
1.678947668349767552e-01,-5.082873887228845888e+03
1.631522673502283083e-01,-4.646013178587473703e+03
1.578597162254136155e-01,-4.171195801653982016e+03
1.517660649562351249e-01,-3.636968470187189723e+03
1.400400562186786546e-01,-2.647575635745978161e+03
1.342600898370598927e-01,-2.136267616838578306e+03
1.502718959880264271e-01,-3.374865591904220764e+03
1.335769734258502872e-01,-2.023493813009895348e+03
1.386123626392608832e-01,-2.395812891273066725e+03
1.289422754446379049e-01,-1.599843677638886447e+03
1.326432199865366646e-01,-1.872065333293717913e+03
1.290416615717776272e-01,-1.566912995656242401e+03
1.255879753017130895e-01,-1.276427703903206066e+03
1.210627324574612418e-01,-9.035612038062694182e+02
1.185542144001163478e-01,-6.937194351880576733e+02
1.075432737932003613e-01,2.050989732495463613e+02
1.151518285719848045e-01,-4.102422271507433038e+02
1.062882238455968714e-01,3.023286443681048468e+02
1.024148031514227758e-01,6.141557358087965213e+02
1.006536916681799732e-01,7.507912320621649087e+02
1.011737234003075442e-01,7.001216686689556354e+02
9.562535092563034800e-02,1.141912419239175279e+03
9.547295657366150490e-02,1.141546094706672193e+03
9.429102444651521475e-02,1.224310958866489045e+03
9.824962767279833697e-02,8.972145945162320686e+02
9.462294802709163288e-02,1.171575654775966996e+03
8.843043737397475457e-02,1.651283702130146594e+03
8.588537514929146799e-02,1.838644289269463343e+03
8.278010976258713682e-02,2.070492723197020496e+03
