	0	1	2	3
0	0.013579246047831374	0.013513513513513514	0.012083780880773363	0.013805388554887553
1	0.011741682974559686	0.009268454154253558	0.011169652265542677	0.01021059349074665
2	0.008321096426823299	0.009859412086908891	0.010595358224016145	0.014912470283120812
3	0.009614243323442136	0.011185682326621925	0.00954747580434214	0.008437270726338958
4	0.006605892456070815	0.008224705152079454	0.009727626459143969	0.008637873754152824
5	0.006667505346584476	0.009518231073363597	0.00880410858400587	0.00875430539609644
6	0.0067768764760242324	0.006749799794073905	0.0071191849760648095	0.007597007947639084
7	0.0077055662577309135	0.006385998107852412	0.005765384162842687	0.006421691045308598
8	0.005380629732961339	0.004910135260329813	0.005539887187751813	0.0055680606563203415
9	0.005391506303915063	0.005569872807382159	0.006046788263283109	0.006960304513322458
10	0.003873413548706115	0.004658507698381366	0.004863550391786004	0.005766510717005766
11	0.003934999635648182	0.0042315504400812455	0.004897459442913988	0.004937400811144419
12	0.005503203920090464	0.004535305609824169	0.004329004329004329	0.004343758353381449
13	0.0036569148936170214	0.004283703567713114	0.0044917864476386035	0.00429759053121037
14	0.00392059244508059	0.0037045612410280156	0.0043904492692608404	0.004224757076468103
15	0.0030860056353146383	0.003381384588004983	0.0038514774026599265	0.0037217074282242138
16	0.0027125295781150805	0.0033900020238818054	0.0035215543412264725	0.003663875142748382
17	0.002891648239496513	0.0029662588060808304	0.0028710462287104624	0.0035404408098135037
18	0.0027359781121751026	0.0025764763618517914	0.003392775869916008	0.002352455633512175
19	0.0026382476481410766	0.002330226364846871	0.00279491133384734	0.002838300358961516
20	0.002572535738708522	0.002779478965468507	0.002834690875165955	0.0032798968122351208
21	0.0022594729931910474	0.0023613837095191365	0.0023647849734806255	0.0025927259632697154
22	0.002168095125173617	0.002261650686458765	0.0024114666594412986	0.0025836575875486383
23	0.002192489318641781	0.0028105865426439587	0.002167449356712146	0.0023792738808600636
24	0.001998740519672535	0.0021547437512431213	0.0023589281454584007	0.0024803758498934897
25	0.0019929059860313747	0.0023078288656133497	0.001871625674865027	0.0023683630755673055
26	0.001984587231629681	0.002063474262644387	0.0017209729233593392	0.002253400219974783
27	0.0018984012259554905	0.002115711114013321	0.0025845803933731357	0.002013258040756199
28	0.0017670715359304546	0.0018884399049688306	0.0020387751961840283	0.00189273149957825
29	0.0019668051458044834	0.0018538953873317148	0.0015653793568074187	0.0018543883679275103
30	0.0019693483601762665	0.0013351898830755145	0.0018024888211029845	0.0018994803720361556
31	0.001703521161702198	0.0016704809314601675	0.0018420093251722087	0.001641969552613975
32	0.0017373463275807866	0.0014617646558904016	0.0018955584463854302	0.0018067911781456823
33	0.0013932177584993464	0.0017747578723188479	0.0016702706733278652	0.0017694044690101446
34	0.001708109742271937	0.0015203648875730174	0.0017358156631836902	0.0015878011100303256
35	0.0016400215331071521	0.001670568447848717	0.00198300283286119	0.0017766779295356843
36	0.0014311685297644374	0.001447328960922118	0.0016075163092674097	0.0015864067232179146
37	0.0013398890804865544	0.0016408751334044823	0.00151125321609672	0.001691411388836685
38	0.001224332401426781	0.0013120516153883191	0.0016103244803827971	0.001426201356346596
39	0.0014399312271652696	0.0014163332095760625	0.0015619937983061044	0.0014282609370633713
