	0	1	2	3
0	0.0898358236487733	0.08641975308641975	0.09457816678823243	0.09272727272727273
1	0.07953443258971872	0.0812043795620438	0.08697325380026939	0.0875388198757764
2	0.09173088322465915	0.0859479305740988	0.09221374045801527	0.0877365930599369
3	0.08114298178645436	0.08562244301578024	0.08671763019589107	0.09178743961352658
4	0.09244604316546763	0.09137055837563451	0.08838309193023944	0.09063444108761329
5	0.0830545622332449	0.09007328447701532	0.08859913072550986	0.08950738272572847
6	0.08347449651797478	0.09033198043500884	0.09154772524531668	0.08774922699648151
7	0.0847253155159614	0.08056975100576275	0.09082156611039795	0.09032886196451753
8	0.08829941860465117	0.09072529694212787	0.08867266385166146	0.0908992999461497
9	0.08507247476663884	0.08524714828897338	0.09247930910399424	0.09283741120757695
10	0.08705138815739974	0.08740452514771581	0.08887247661250615	0.09152910941978848
11	0.0886571921901979	0.09247311827956989	0.09009887202339507	0.09300279888044782
12	0.087751874011416	0.08806312038686688	0.087160751565762	0.09254093389933293
13	0.08543630282760717	0.09402894051117149	0.08966645247970091	0.09291922290388548
14	0.0865215166846683	0.08756733917819795	0.09132145589681932	0.09225880677148962
15	0.09037651797156282	0.09111985765892058	0.09007775709122769	0.09080864581175334
16	0.08636962826258898	0.08871265215787533	0.09161105289283547	0.09163208852005532
17	0.08863310467775065	0.08576271186440677	0.09207387116727048	0.09192175330556059
18	0.08418942620897019	0.08788421366756193	0.08919957793186614	0.09101140456182473
19	0.08581130398908318	0.09069582655416399	0.0914185639229422	0.09339287065768562
20	0.08465229962144923	0.08959512780922971	0.09008097165991903	0.08802177858439202
21	0.0873854041853596	0.08842358334964077	0.09199386503067485	0.08909007413238863
22	0.08411417933602235	0.08897530398444528	0.08636993761758589	0.09007222772978332
23	0.08349434526109695	0.08897762604401634	0.09187947915615222	0.0908022647153082
24	0.08477421941562673	0.08913581738027658	0.09091128138402968	0.09045306154948643
25	0.08510923020307117	0.08811082074882634	0.08960831858793718	0.0912912912912913
26	0.0841300191204589	0.0889865140988966	0.08948457054509747	0.09151394033924741
