P	T(ns)		T(точки)	n		N		Exposition(ms)	Ch1		Ch2
0.262	850.000		960.000		1000.000	3818.000	350.000		5501.000	35088.000
0.267	950.000		1120.000	1000.000	3741.000	331.000		5242.000	33173.000
0.251	1050.000	1280.000	1000.000	3991.000	349.000		5486.000	34957.000
0.228	1150.000	1440.000	1000.000	4387.000	402.000		5936.000	40219.000
0.211	1250.000	1600.000	1000.000	4746.000	432.000		6302.000	43262.000
0.221	1350.000	1760.000	1000.000	4526.000	409.000		6008.000	40944.000
0.203	1450.000	1920.000	1000.000	4930.000	449.000		6440.000	44935.000
0.181	1550.000	2080.000	1000.000	5527.000	498.000		7141.000	49871.000
0.172	1650.000	2240.000	1000.000	5820.000	522.000		7431.000	52235.000
0.160	1750.000	2400.000	1000.000	6235.000	560.000		7787.000	56008.000
0.156	1850.000	2560.000	1000.000	6421.000	581.000		7929.000	58136.000
0.147	1950.000	2720.000	1000.000	6805.000	606.000		8355.000	60613.000
0.142	2050.000	2880.000	1000.000	7063.000	626.000		8614.000	62679.000
0.132	2150.000	3040.000	1000.000	7552.000	689.000		9169.000	68997.000
0.120	2250.000	3200.000	1000.000	8343.000	751.000		9964.000	75122.000
0.109	2350.000	3360.000	1000.000	9142.000	831.000		10751.000	83125.000
0.115	2450.000	3520.000	1000.000	8676.000	785.000		10188.000	78581.000
0.106	2550.000	3680.000	1000.000	9448.000	857.000		11027.000	85733.000
0.102	2650.000	3840.000	1000.000	9775.000	888.000		11334.000	88815.000
0.097	2750.000	4000.000	1000.000	10313.000	927.000		11947.000	92729.000
0.087	2850.000	4160.000	1000.000	11516.000	1029.000	13137.000	102967.000
0.084	2950.000	4320.000	1000.000	11864.000	1078.000	13469.000	107857.000
0.078	3050.000	4480.000	1000.000	12885.000	1161.000	14506.000	116134.000
0.076	3150.000	4640.000	1000.000	13187.000	1204.000	14791.000	120478.000
0.075	3250.000	4800.000	1000.000	13324.000	1205.000	14944.000	120516.000
0.069	3350.000	4960.000	1000.000	14505.000	1323.000	16127.000	132334.000
0.067	3450.000	5120.000	1000.000	14932.000	1358.000	16606.000	135860.000
0.061	3550.000	5280.000	1000.000	16328.000	1482.000	18015.000	148290.000
0.060	3650.000	5440.000	1000.000	16647.000	1500.000	18329.000	150024.000
0.058	3750.000	5600.000	1000.000	17292.000	1574.000	18943.000	157462.000
0.055	3850.000	5760.000	1000.000	18138.000	1643.000	19837.000	164308.000
0.056	3950.000	5920.000	1000.000	17913.000	1621.000	19571.000	162146.000
0.050	4050.000	6080.000	1000.000	20160.000	1814.000	21848.000	181439.000
0.049	4150.000	6240.000	1000.000	20322.000	1834.000	22054.000	183477.000
0.044	4250.000	6400.000	1000.000	22891.000	2061.000	24672.000	206188.000
0.046	4350.000	6560.000	1000.000	21686.000	1953.000	23369.000	195362.000
0.043	4450.000	6720.000	1000.000	23265.000	2097.000	24945.000	209804.000
0.039	4550.000	6880.000	1000.000	25598.000	2326.000	27424.000	232664.000
0.038	4650.000	7040.000	1000.000	26620.000	2436.000	28413.000	243618.000
0.035	4750.000	7200.000	1000.000	28773.000	2602.000	30579.000	260237.000
0.036	4850.000	7360.000	1000.000	27790.000	2517.000	29610.000	251799.000
0.033	4950.000	7520.000	1000.000	30024.000	2732.000	31822.000	273288.000
0.033	5050.000	7680.000	1000.000	30549.000	2762.000	32354.000	276281.000
