P	T(ns)		T(точки)	n		N		Exposition(ms)	Ch1		Ch2
0.017	6450.000	9920.000	1000.000	57726.000	5256.000	59749.000	525620.000
0.017	6550.000	10080.000	1000.000	59487.000	5426.000	61500.000	542627.000
0.016	6650.000	10240.000	1000.000	62048.000	5646.000	64202.000	564623.000
0.016	6750.000	10400.000	1000.000	63707.000	5780.000	65968.000	578064.000
0.015	6850.000	10560.000	1000.000	65444.000	6009.000	67652.000	601014.000
0.014	6950.000	10720.000	1000.000	70494.000	6423.000	72746.000	642346.000
0.014	7050.000	10880.000	1000.000	71283.000	6483.000	73587.000	648382.000
0.013	7150.000	11040.000	1000.000	74283.000	6774.000	76510.000	677449.000
0.012	7250.000	11200.000	1000.000	81707.000	7444.000	84086.000	744433.000
0.012	7350.000	11360.000	1000.000	83152.000	7552.000	85533.000	755222.000
0.012	7450.000	11520.000	1000.000	82687.000	7559.000	85019.000	755923.000
0.011	7550.000	11680.000	1000.000	87523.000	7983.000	89941.000	798326.000
0.011	7650.000	11840.000	1000.000	88354.000	8029.000	90783.000	802988.000
0.011	7750.000	12000.000	1000.000	89038.000	8177.000	91426.000	817763.000
0.011	7850.000	12160.000	1000.000	91569.000	8343.000	93991.000	834348.000
0.011	7950.000	12320.000	1000.000	94137.000	8562.000	96580.000	856264.000
0.010	8050.000	12480.000	1000.000	98679.000	9001.000	101201.000	900136.000
0.010	8150.000	12640.000	1000.000	98487.000	9004.000	100974.000	900437.000
0.010	8250.000	12800.000	1000.000	103147.000	9422.000	105737.000	942276.000
0.010	8350.000	12960.000	1000.000	99534.000	9067.000	102071.000	906803.000
0.009	8450.000	13120.000	1000.000	106159.000	9652.000	108716.000	965303.000
0.009	8550.000	13280.000	1000.000	109780.000	10004.000	112336.000	1000500.000
0.009	8650.000	13440.000	1000.000	112887.000	10258.000	115502.000	1025916.000
0.008	8750.000	13600.000	1000.000	122183.000	11184.000	124914.000	1118427.000
0.009	8850.000	13760.000	1000.000	117104.000	10644.000	119793.000	1064467.000
0.008	8950.000	13920.000	1000.000	124040.000	11303.000	126759.000	1130380.000
0.008	9050.000	14080.000	1000.000	124532.000	11335.000	127230.000	1133606.000
0.008	9150.000	14240.000	1000.000	130216.000	11861.000	133057.000	1186202.000
0.008	9250.000	14400.000	1000.000	133330.000	12140.000	136582.000	1214115.000
0.007	9350.000	14560.000	1000.000	138108.000	12655.000	142025.000	1265631.000
0.008	9450.000	14720.000	1000.000	132825.000	12194.000	136940.000	1219523.000
