P	T(ns)		T(точки)	n		N		Exposition(ms)	Ch1		Ch2
0.262	850.000		960.000		1000.000	3824.000	343.000		5469.000	34317.000
0.267	950.000		1120.000	1000.000	3743.000	335.000		5277.000	33560.000
0.244	1050.000	1280.000	1000.000	4100.000	368.000		5662.000	36809.000
0.236	1150.000	1440.000	1000.000	4246.000	376.000		5745.000	37658.000
0.222	1250.000	1600.000	1000.000	4496.000	402.000		6062.000	40218.000
0.216	1350.000	1760.000	1000.000	4632.000	417.000		6175.000	41719.000
0.207	1450.000	1920.000	1000.000	4840.000	443.000		6371.000	44366.000
0.186	1550.000	2080.000	1000.000	5389.000	489.000		6919.000	48993.000
0.166	1650.000	2240.000	1000.000	6028.000	544.000		7621.000	54416.000
0.169	1750.000	2400.000	1000.000	5902.000	535.000		7468.000	53526.000
0.158	1850.000	2560.000	1000.000	6316.000	571.000		7855.000	57105.000
0.146	1950.000	2720.000	1000.000	6834.000	621.000		8440.000	62174.000
0.139	2050.000	2880.000	1000.000	7180.000	644.000		8754.000	64465.000
0.140	2150.000	3040.000	1000.000	7133.000	654.000		8673.000	65476.000
0.135	2250.000	3200.000	1000.000	7400.000	665.000		8915.000	66521.000
0.119	2350.000	3360.000	1000.000	8382.000	764.000		10001.000	76409.000
0.116	2450.000	3520.000	1000.000	8634.000	774.000		10178.000	77471.000
0.107	2550.000	3680.000	1000.000	9320.000	850.000		10957.000	85047.000
0.102	2650.000	3840.000	1000.000	9808.000	870.000		11400.000	87085.000
0.099	2750.000	4000.000	1000.000	10051.000	909.000		11618.000	90912.000
0.093	2850.000	4160.000	1000.000	10760.000	966.000		12349.000	96658.000
0.086	2950.000	4320.000	1000.000	11667.000	1046.000	13265.000	104696.000
0.086	3050.000	4480.000	1000.000	11676.000	1060.000	13276.000	106086.000
0.079	3150.000	4640.000	1000.000	12727.000	1162.000	14356.000	116228.000
0.077	3250.000	4800.000	1000.000	12958.000	1172.000	14571.000	117298.000
0.071	3350.000	4960.000	1000.000	14155.000	1284.000	15776.000	128412.000
0.067	3450.000	5120.000	1000.000	14818.000	1333.000	16484.000	133401.000
0.065	3550.000	5280.000	1000.000	15416.000	1361.000	17059.000	136184.000
0.063	3650.000	5440.000	1000.000	15963.000	1422.000	17629.000	142204.000
0.060	3750.000	5600.000	1000.000	16746.000	1499.000	18400.000	149989.000
0.059	3850.000	5760.000	1000.000	16935.000	1545.000	18561.000	154584.000
0.056	3950.000	5920.000	1000.000	17893.000	1640.000	19593.000	164050.000
0.052	4050.000	6080.000	1000.000	19132.000	1726.000	20828.000	172644.000
0.051	4150.000	6240.000	1000.000	19539.000	1796.000	21212.000	179627.000
0.048	4250.000	6400.000	1000.000	20628.000	1856.000	22331.000	185621.000
0.047	4350.000	6560.000	1000.000	21477.000	1953.000	23206.000	195332.000
0.044	4450.000	6720.000	1000.000	22984.000	2086.000	24792.000	208641.000
0.043	4550.000	6880.000	1000.000	23335.000	2101.000	25092.000	210178.000
