P	T(ns)		T(точки)	n		N		Exposition(ms)	Ch1		Ch2
0.046	4350.000	6560.000	1000.000	21555.000	1950.000	23275.000	195052.000
0.043	4450.000	6720.000	1000.000	23391.000	2113.000	25105.000	211309.000
0.041	4550.000	6880.000	1000.000	24534.000	2233.000	26242.000	223313.000
0.039	4650.000	7040.000	1000.000	25408.000	2296.000	27202.000	229617.000
0.036	4750.000	7200.000	1000.000	27408.000	2500.000	29211.000	250065.000
0.038	4850.000	7360.000	1000.000	26543.000	2419.000	28300.000	241968.000
0.036	4950.000	7520.000	1000.000	27859.000	2529.000	29620.000	252917.000
0.032	5050.000	7680.000	1000.000	31345.000	2822.000	33202.000	282231.000
0.033	5150.000	7840.000	1000.000	30651.000	2801.000	32478.000	280124.000
0.034	5250.000	8000.000	1000.000	29553.000	2651.000	31278.000	265168.000
0.030	5350.000	8160.000	1000.000	33105.000	3021.000	34912.000	302121.000
0.028	5450.000	8320.000	1000.000	35883.000	3269.000	37782.000	326994.000
0.028	5550.000	8480.000	1000.000	35564.000	3249.000	37437.000	324913.000
0.026	5650.000	8640.000	1000.000	38681.000	3492.000	40638.000	349230.000
0.026	5750.000	8800.000	1000.000	39158.000	3550.000	41038.000	355082.000
0.025	5850.000	8960.000	1000.000	39590.000	3602.000	41484.000	360293.000
0.023	5950.000	9120.000	1000.000	43987.000	4011.000	45957.000	401158.000
0.023	6050.000	9280.000	1000.000	44339.000	4026.000	46287.000	402644.000
0.022	6150.000	9440.000	1000.000	44968.000	4104.000	46972.000	410503.000
0.020	6250.000	9600.000	1000.000	48928.000	4444.000	50915.000	444449.000
0.020	6350.000	9760.000	1000.000	50407.000	4577.000	52431.000	457765.000
0.020	6450.000	9920.000	1000.000	51091.000	4660.000	53150.000	466034.000
0.020	6550.000	10080.000	1000.000	49178.000	4489.000	51190.000	448921.000
0.018	6650.000	10240.000	1000.000	54981.000	5015.000	57111.000	501599.000
0.018	6750.000	10400.000	1000.000	54177.000	4907.000	56263.000	490792.000
0.017	6850.000	10560.000	1000.000	59992.000	5476.000	62100.000	547694.000
0.016	6950.000	10720.000	1000.000	60993.000	5539.000	63172.000	553980.000
0.016	7050.000	10880.000	1000.000	63298.000	5746.000	65397.000	574639.000
0.016	7150.000	11040.000	1000.000	63476.000	5765.000	65569.000	576578.000
0.016	7250.000	11200.000	1000.000	63661.000	5767.000	65754.000	576742.000
0.014	7350.000	11360.000	1000.000	73752.000	6730.000	76033.000	673045.000
0.014	7450.000	11520.000	1000.000	71213.000	6510.000	73463.000	651058.000
0.014	7550.000	11680.000	1000.000	73392.000	6701.000	75607.000	670179.000
0.012	7650.000	11840.000	1000.000	81291.000	7473.000	83711.000	747342.000
0.012	7750.000	12000.000	1000.000	80337.000	7329.000	82686.000	732995.000
0.013	7850.000	12160.000	1000.000	76824.000	7001.000	79093.000	700193.000
0.012	7950.000	12320.000	1000.000	82719.000	7531.000	85071.000	753172.000
0.012	8050.000	12480.000	1000.000	84315.000	7693.000	86728.000	769339.000
0.011	8150.000	12640.000	1000.000	90487.000	8260.000	92937.000	826028.000
0.011	8250.000	12800.000	1000.000	94779.000	8647.000	97186.000	864765.000
0.010	8350.000	12960.000	1000.000	96355.000	8798.000	98898.000	879834.000
0.010	8450.000	13120.000	1000.000	99524.000	9039.000	102072.000	903967.000
0.010	8550.000	13280.000	1000.000	98927.000	8984.000	101441.000	898489.000
0.010	8650.000	13440.000	1000.000	99424.000	8975.000	101978.000	897581.000
0.010	8750.000	13600.000	1000.000	103718.000	9418.000	106279.000	941905.000
0.010	8850.000	13760.000	1000.000	101375.000	9189.000	103830.000	919004.000
0.009	8950.000	13920.000	1000.000	114844.000	10432.000	117455.000	1043281.000
0.010	9050.000	14080.000	1000.000	102275.000	9240.000	104787.000	924038.000
0.008	9150.000	14240.000	1000.000	121283.000	11026.000	123934.000	1102719.000
0.009	9250.000	14400.000	1000.000	111476.000	10106.000	114451.000	1010724.000
0.009	9350.000	14560.000	1000.000	114101.000	10338.000	117874.000	1033922.000
0.008	9450.000	14720.000	1000.000	123582.000	11316.000	127533.000	1131695.000
