0.289	850.000	480.000	1000.000	3457.000	625.000	4996.000	31253.000	1539.000
0.275	950.000	560.000	1000.000	3637.000	661.000	5100.000	33101.000	1463.000
0.269	1050.000	640.000	1000.000	3713.000	670.000	5167.000	33529.000	1454.000
0.236	1150.000	720.000	1000.000	4236.000	776.000	5753.000	38806.000	1517.000
0.221	1250.000	800.000	1000.000	4533.000	832.000	5989.000	41603.000	1456.000
0.203	1350.000	880.000	1000.000	4926.000	901.000	6421.000	45058.000	1495.000
0.194	1450.000	960.000	1000.000	5159.000	952.000	6660.000	47632.000	1501.000
0.181	1550.000	1040.000	1000.000	5515.000	1006.000	7030.000	50318.000	1515.000
0.169	1650.000	1120.000	1000.000	5908.000	1118.000	7435.000	55919.000	1527.000
0.159	1750.000	1200.000	1000.000	6282.000	1170.000	7777.000	58510.000	1495.000
0.142	1850.000	1280.000	1000.000	7032.000	1279.000	8562.000	63974.000	1530.000
0.142	1950.000	1360.000	1000.000	7027.000	1282.000	8533.000	64105.000	1506.000
0.142	2050.000	1440.000	1000.000	7043.000	1294.000	8510.000	64751.000	1467.000
0.127	2150.000	1520.000	1000.000	7889.000	1431.000	9365.000	71563.000	1476.000
0.125	2250.000	1600.000	1000.000	7998.000	1460.000	9501.000	73004.000	1503.000
0.115	2350.000	1680.000	1000.000	8724.000	1642.000	10234.000	82135.000	1510.000
0.106	2450.000	1760.000	1000.000	9416.000	1711.000	10889.000	85555.000	1473.000
0.097	2550.000	1840.000	1000.000	10290.000	1885.000	11840.000	94264.000	1550.000
0.096	2650.000	1920.000	1000.000	10457.000	1887.000	11945.000	94361.000	1488.000
0.094	2750.000	2000.000	1000.000	10682.000	1963.000	12213.000	98164.000	1531.000
0.083	2850.000	2080.000	1000.000	12050.000	2195.000	13560.000	109802.000	1510.000
0.087	2950.000	2160.000	1000.000	11545.000	2113.000	13047.000	105680.000	1502.000
0.077	3050.000	2240.000	1000.000	12956.000	2340.000	14469.000	117047.000	1513.000
