Error,Time,Mean P,P1,P2,P3,P4,P5
0.012052124953598618,850.0,0.2979806621755935,0.30175703609476867,0.3066746411483254,0.2510912469351629,0.31867407477163573,0.3117063119280749
0.008572890479476904,950.0,0.2922130455291373,0.3088257225992949,0.3069778082818577,0.2772324043853042,0.301579706000782,0.2664495863784472
0.015399559092557266,1050.0,0.281785219918916,0.27400863231723765,0.3378668815904359,0.2875913144700782,0.25917824750626967,0.25028102371055866
0.017707272135939246,1150.0,0.25545518245735843,0.31633678910208585,0.25930650535749245,0.2509445460085314,0.24426279485587318,0.20642527696280924
0.01367581615331885,1250.0,0.24681197776077549,0.2844738025460917,0.25842897842897844,0.2316799986626211,0.20351632308892748,0.25596078607725864
0.009926279128754519,1350.0,0.2353556908024192,0.2551952800927331,0.21618954299047632,0.20777367294328922,0.2554003648343271,0.24221959315127017
0.007453315826225539,1450.0,0.21529171764767976,0.22781778435028613,0.22827221867256775,0.22275061963238355,0.20846937270927243,0.18914859287388905
0.014627305807530511,1550.0,0.21663127026970677,0.21720374667010398,0.2710900866000016,0.20802307902226033,0.18443590168153226,0.20240353737463565
0.010198595855385056,1650.0,0.18912402150014737,0.19931458412663874,0.22001235720438544,0.16938438029849495,0.19268385035722166,0.16422493551399597
0.009903114521208237,1750.0,0.20087603649032917,0.23267790411830333,0.2129536886329174,0.1963426836068683,0.17901281997103308,0.18339308612252375
0.006777359062884769,1850.0,0.18385010129773066,0.1899166933815812,0.1985353217390006,0.19401418585442498,0.17491088412736164,0.1618734213862849
0.011970191869912349,1950.0,0.17509592676105826,0.20506535947712418,0.20112457017330362,0.1684511710640119,0.15416258030309463,0.14667595278775702
0.0058257387232165045,2050.0,0.16737880420086332,0.16881691578998365,0.16690948431301839,0.18592095465424238,0.1491869111329374,0.16605975511413473
0.005512893996585211,2150.0,0.14945465762834356,0.15106943432175426,0.15291032627238432,0.16342571608609616,0.15034570065244912,0.12952211080903397
0.006788693972632331,2250.0,0.1433933289750443,0.14709078212727847,0.16759481900162038,0.13342552210757722,0.14000557577267456,0.1288499458660709
0.00970246791557179,2350.0,0.15249712875942234,0.16767754513967298,0.14751325354425265,0.12042330107916678,0.1500298896380018,0.1768416543960175
0.007216292578623399,2450.0,0.1341022470002599,0.1489511264290231,0.1446565161709467,0.14020472970995404,0.12773220961954349,0.10896665307183231
0.0061258021984826536,2550.0,0.12561820365128276,0.13664089736313734,0.13854365354847262,0.12141450711737206,0.12691176177215754,0.10458019845527426
0.005317079137191968,2650.0,0.11585720956025505,0.13472108201544156,0.11414795653191667,0.10373038115852999,0.10849769371992464,0.11818893437546239
0.0042298186770967135,2750.0,0.12135148381526006,0.13461827107062488,0.12060918743333766,0.1263955006488886,0.11170110771863062,0.11343335220481852
0.006454718110553962,2850.0,0.10865351807962227,0.11687386852065507,0.12575017018979856,0.08953958716018554,0.11221593900718183,0.09888802552029027
0.006612225579743634,2950.0,0.11252408862310201,0.12726647173755906,0.12002205252724309,0.09623357048187478,0.12215456998547014,0.09694377838336299
0.008187179391165936,3050.0,0.10343709775729251,0.125654057592133,0.11901991108661145,0.09525744049371335,0.09564837608195029,0.0816057035320544
0.004566700491958603,3150.0,0.10421788047731921,0.106175084687837,0.10465463075681124,0.11763896596913577,0.10365509969024313,0.08896562128256898
0.009871746545737917,3250.0,0.08923064077943595,0.11639810153305107,0.10948749400031998,0.06815064984440519,0.0782077669357932,0.07390919158361019
0.0037037497847157157,3350.0,0.09443866088801026,0.09822175351830975,0.10513608481599067,0.08626938838887133,0.09671238812235115,0.08585368959452833
0.007110278138863204,3450.0,0.0885145422133211,0.10783657393518989,0.10209434681491975,0.07747976181398222,0.08438243526106426,0.07077959324144939
0.004380163520794782,3550.0,0.08177893214188117,0.08689582879508509,0.09317726279755872,0.07709753221013112,0.0840984265225358,0.06762561038409509
0.004175101562828668,3650.0,0.07725709672230333,0.09274376036924808,0.07813492908042281,0.06868290376988519,0.07191956434738393,0.07480432604457657
0.003177378937849499,3750.0,0.07001295071787803,0.0689243925089795,0.08184957260466506,0.06374285917032722,0.06539867557407503,0.07014925373134329
0.00432688469701698,3850.0,0.07404126624891341,0.08128286901786168,0.08282067121049026,0.0584539429866741,0.07478909336030609,0.07285975466923492
0.004208938223623603,3950.0,0.07353756842623668,0.08044783225199305,0.08408063276129418,0.06371595246629926,0.06381368337919213,0.07562974127240486
0.0036076571976900074,4050.0,0.0707662491517968,0.07921587013676361,0.07445576469927061,0.075777450871053,0.06343927784908453,0.06094288220281223
0.0061274479147001805,4150.0,0.06546936767987391,0.06565928152721719,0.08793855473524331,0.06289240433802587,0.05977140033601357,0.05108519746286967
0.004568895057867892,4250.0,0.06469769760088304,0.0755964706085694,0.07071436673782601,0.06951097419297753,0.05255344763214804,0.05511322883289421
0.0036319797518329796,4350.0,0.05779202440352389,0.06140003852470173,0.06864377463913753,0.056162837278071344,0.046473615223085546,0.056279856352623316
0.004942973858893226,4450.0,0.05753547205188392,0.07438105005945352,0.06259367404224624,0.05368007530620566,0.04762676006620736,0.04939580078530679
0.003050310635893498,4550.0,0.058337374674912915,0.059690007501362156,0.06636434217955957,0.05568282190672442,0.04826045241465718,0.06168924937226122
0.003947851437460299,4650.0,0.055197767131660115,0.06985008159343592,0.05632294504586319,0.047048435613830195,0.05173600175575399,0.05103137164941726
0.0018377248625016153,4750.0,0.04936257924481398,0.050768270770578286,0.05261557864016252,0.05342801371658932,0.04455121693025832,0.04544981616648143
0.002552572319011647,4850.0,0.05021007716241203,0.0567688210476318,0.05598410574318098,0.045379675696065734,0.045345244986569395,0.04757253833861221
0.0020763752304964957,4950.0,0.047761117227450925,0.048757480908140916,0.05354577977027887,0.049391056773803774,0.046176964646202856,0.04093430403882822
0.004747976820053151,5050.0,0.046411076836425764,0.061956383888939495,0.05202328074289136,0.043582644813794785,0.03631522684096455,0.03817784789553864
0.002741220215267722,5150.0,0.04504791843636648,0.05330593003310618,0.04689385187584582,0.03634083723483607,0.045322795884177515,0.04337617715386683
0.004416155865423298,5250.0,0.04609592015374191,0.06155890751315383,0.047129423922098845,0.037102281272699926,0.03782538968344124,0.04686359837731568
0.0034195851263921022,5350.0,0.043789095610158174,0.05622724912444103,0.04593285740864452,0.0373967791228537,0.03940155338843284,0.03998703900641878
0.0033391147530737048,5450.0,0.04088574100395939,0.04526415115073107,0.05177318908921333,0.03759176569359506,0.03372219991440003,0.03607739917185745
