	0	1	2	3	4	5
0	0.022132796780684104	0.01916376306620209	0.023864157870582835	0.023596419853539462	0.02244668911335578	0.024926686217008796
1	0.02038664323374341	0.019963702359346643	0.02008336491095112	0.020601565718994644	0.01854621597367634	0.01740294511378849
2	0.01728673431040962	0.017064846416382253	0.020721686316541622	0.01752708731676227	0.015412186379928316	0.01734570391286809
3	0.015722120658135285	0.01683381088825215	0.01930835734870317	0.017006802721088437	0.01610692254969157	0.0212003583159152
4	0.015233581584292485	0.015781922525107604	0.014309484193011647	0.017047391749062394	0.014386082301773169	0.013702801461632157
5	0.01644157369348209	0.014141414141414142	0.01288244766505636	0.013412017167381975	0.013188073394495414	0.010037641154328732
6	0.011991164405175133	0.014744913005013271	0.015769439912996192	0.014186633039092055	0.014223194748358862	0.013633481293595434
7	0.013215859030837005	0.01241449201925513	0.011271676300578034	0.013773388773388774	0.01420576840292725	0.01474680022259321
8	0.012433801519686852	0.01265495867768595	0.011831402514173034	0.015608740894901144	0.011713933415536375	0.014355293514483466
9	0.010696653867251783	0.01182687468545546	0.01078167115902965	0.010465436518865326	0.009774436090225564	0.010345697703759779
10	0.0032244729226953285	0.014125032696834947	0.01083815028901734	0.011289622231871473	0.01256281407035176	0.01043548063415613
11	0.012054244098442994	0.011674898967220475	0.009818569903948773	0.010043668122270743	0.011072056239015818	0.009438648782911079
12	0.01131770412287793	0.00779896013864818	0.013151714419915453	0.010828025477707006	0.014175876982220087	0.010255379046853006
13	0.009584664536741214	0.008384458077709612	0.006717671207314798	0.007661204511598212	0.010580868063053337	0.01127659574468085
14	0.006630500301386378	0.008582834331337325	0.011402508551881414	0.008268919647672119	0.01146288209606987	0.0072634471927758145
15	0.010638297872340425	0.009459743535841917	0.009378084896347482	0.00971513255392722	0.006902985074626866	0.007039892725444184
16	0.008604794099569761	0.00776914539400666	0.009376542194439876	0.007190265486725664	0.007635009310986964	0.0077407740774077406
17	0.007951598962834918	0.009142659996549939	0.008541973490427098	0.007324665812122322	0.006759294029290274	0.008979048885932824
18	0.007134363852556481	0.007511587022534761	0.008553777918580707	0.005811419439198024	0.006984240687679083	0.008451162034779781
19	0.009844281367460175	0.007773205304069501	0.005614266842800529	0.00593430858404637	0.007859733978234583	0.006714876033057851
20	0.008307770961145194	0.007832080200501253	0.0067085953878406705	0.009351927809680066	0.005921539600296077	0.007765105556903664
21	0.008150563129816242	0.006711409395973154	0.00689838153356328	0.006633733239237827	0.005099522947853265	0.0054686506422485055
22	0.0069920482588428845	0.006392440244580322	0.0069682557239243445	0.006783719074221868	0.006686167989970748	0.007101642254771416
23	0.006123410268487989	0.005873925501432665	0.008216108552222084	0.006624307151547925	0.004804392587508579	0.0073085478233238
24	0.006699649556792414	0.0050561797752808986	0.006090808416389812	0.005652759084791386	0.005239520958083832	0.00674432863274065
25	0.0058965102286401925	0.0045021867764342685	0.007256180051654163	0.006687472135532769	0.006611355976147265	0.005460464139451854
26	0.005714913726783163	0.005788890257420865	0.006860158311345646	0.006478482184173994	0.006402195038298845	0.007205649228995532
27	0.005615453728661276	0.005427088249174139	0.0043168356590703744	0.006010594947025265	0.005555555555555556	0.005011135857461025
28	0.005666538609296965	0.003952969795256436	0.004623791509037411	0.004215624719705803	0.00426003237624606	0.005224240475807748
29	0.006978498679743493	0.005523310241527804	0.004477611940298508	0.006248349907594825	0.005735589331803843	0.005988023952095809
30	0.004637539663168172	0.005791083916083916	0.004419998035556429	0.004443259575224384	0.005931967744925387	0.004377688882179787
