	0	1	2	3	4
0	0.014127144298688193	0.01692473892689953	0.016294721927027984	0.024838380401497107	0.021371940710099964
1	0.01973471368489162	0.015714285714285715	0.015254917703733441	0.016194331983805668	0.01722488038277512
2	0.018633540372670808	0.013450109477635284	0.014656895403064623	0.012532042153232698	0.018404907975460124
3	0.0109946305292764	0.01276207839562443	0.013827781269641735	0.014265335235378032	0.013979773944080905
4	0.014211136890951276	0.014388489208633094	0.012592389816589104	0.012455516014234875	0.013656114214773432
5	0.012834224598930482	0.010986066452304395	0.013858497447118891	0.01645153125790939	0.012887953708574434
6	0.0025862837777579596	0.015592273679311148	0.012173012173012173	0.012029690299462503	0.014870858335507435
7	0.012410316075237541	0.01030715316429602	0.008149568552253116	0.01021679541490157	0.009595613433858808
8	0.006088992974238876	0.010046885465505693	0.01197339246119734	0.010550996483001172	0.01024411508282476
9	0.009150326797385621	0.010385460355502297	0.01129842180774749	0.008613074204946997	0.009764185703758291
10	0.00841779762927332	0.011043967493227756	0.009343975082733113	0.007655933348344968	0.00819366852886406
11	0.008985657508208053	0.007314725697786333	0.007571455612341473	0.008420396070481834	0.008290346352247605
12	0.008885597926693817	0.011406096361848575	0.008294031549845503	0.009216589861751152	0.008265829062654984
13	0.008088548318433376	0.007855973813420621	0.009519038076152305	0.0073439412484700125	0.006240465954791291
14	0.008223153821347952	0.0060751624752755015	0.007059596125430964	0.007798440311937612	0.008967904342353682
15	0.009208678008428282	0.0064034151547491995	0.006871278057718736	0.007187112763320942	0.006914815359717523
16	0.0060020876826722335	0.008438818565400843	0.007250341997264022	0.006471259992386753	0.006638032018742679
17	0.005711447727837099	0.006571908910285802	0.008368200836820083	0.006381934216985763	0.005286230015471893
18	0.005223791998100439	0.005281070296913508	0.005832638971551006	0.006501324343847821	0.006585879873551107
19	0.00506986521577841	0.006273806856374636	0.0054938632378725896	0.005278526504941599	0.004966403739409875
20	0.006395614435815441	0.005497022446174988	0.00597048552438887	0.005645339827319017	0.004673889951136605
21	0.004959477440425789	0.005389561270801815	0.005329648637978681	0.005890176705301159	0.0052177858439201455
22	0.003779887482419128	0.006058274834118665	0.0046102712554948	0.0046890700011164455	0.0045504857951051535
23	0.006707317073170732	0.004040775094131693	0.0035994462390401476	0.005545463237403193	0.004413512137158377
24	0.004948139689789704	0.005096388211832484	0.0036719706242350062	0.004041824092786223	0.005014698253501643
25	0.004493605254061528	0.0053475935828877	0.004772690503154829	0.005832361273121147	0.004866180048661801
26	0.0036333147009502517	0.004859898245880477	0.00458200051871704	0.004378409417169107	0.004249893752656183
27	0.0044742729306487695	0.0041423182188031656	0.005048114844612715	0.003990758244066373	0.003857052896725441
28	0.004476215927311598	0.004827375496486404	0.0033251772382207165	0.004844244096077508	0.003707794256863364
29	0.004789702140398144	0.004589528118939884	0.003977391668411137	0.003298370604921169	0.003509420022164758
30	0.004450860098640683	0.003449319213313162	0.0035021726441403465	0.004147579546861458	0.0026141020206302107
31	0.003959415986142044	0.0035023253143480508	0.003277569136223967	0.0034929844295778817	0.003494212710198733
32	0.0035826961125073526	0.002717063156623596	0.003744539213646765	0.00282539084573366	0.003479341410375893
33	0.0034897025171624716	0.003643860574387496	0.0035116153430578066	0.0033741278737275536	0.0027943768539615667
34	0.0031525851197982345	0.0025829066924957338	0.002625997374002626	0.0029994376054489785	0.003021685033771774
35	0.003116294442608244	0.0030873570199412897	0.0028481776490465846	0.0026870817278442506	0.0025024788705793476
36	0.0033288590604026846	0.003203136205000717	0.002725307771825956	0.002482718333171064	0.003475670307845084
37	0.0029982641628530852	0.003517105924268031	0.002354557048955165	0.003143507972665148	0.0023378141437755697
38	0.0027897191987560598	0.002830386470053812	0.002754465246395524	0.0027222420564084254	0.002968886073945056
39	0.002367833887345749	0.002500893176134334	0.002561655532673665	0.0029043969342476806	0.002777280057337395
40	0.0029710993067434952	0.0024017144546260717	0.0027205949034188807	0.002234925001074483	0.0026942240265731684
41	0.002681649853147746	0.003026405387001589	0.002244971264367816	0.002591762398430933	0.002961149715729627
42	0.002898743877653017	0.0025532208536038366	0.0021953514304631147	0.002462548737943772	0.0024107277384360403
43	0.0020012007204322593	0.002061678549952753	0.0022980836947255273	0.0023850740527024427	0.0023416711016498136
44	0.0024532996880804684	0.0023279789816754797	0.002819797327067117	0.0026459084285604725	0.0010004287551807919
45	0.002607036310371704	0.0029598981540420117	0.001958504192423037	0.0021522808586762073	0.0020700872393908027
46	0.0023209628406670973	0.0025704493526275706	0.002103256761641855	0.0023785034713293906	0.0023302817738675543
47	0.0019342359767891683	0.0017345789842062019	0.0023891610717958023	0.0019285871721401806	0.002065404475043029
48	0.0026053093462044758	0.001986630513570834	0.0022812449079354733	0.0016490929988506322	0.0022544625096146196
49	0.0026520291106451213	0.0022495163539838934	0.0018252152119429008	0.002167501687808691	0.0019080085478782945
50	0.001928913851303435	0.001998001998001998	0.00206190948478363	0.002449956847350984	0.002128630074502053
51	0.0023373809931018755	0.0022596228767336763	0.0020023664330572496	0.0020486239664321854	0.001978181818181818
52	0.002067872159547825	0.002078867017475476	0.001863203089136716	0.001956002028446548	0.0020329738440560308
53	0.0018672759883049557	0.0019182726623840115	0.0017872876022655758	0.0021816843654715594	0.001530612244897959
54	0.0020841071354875985	0.001798145341519176	0.001875572795669132	0.002054316118164263	0.0017969451931716084
55	0.001804518147970488	0.0019137478303440296	0.0016087799717912554	0.0014642777246751135	0.0019437605287028637
56	0.0017604735418686533	0.0017000340006800136	0.0019191455630188994	0.001728146151788837	0.001806276811921427
57	0.0019641386301717037	0.001918529424887342	0.0019182039927060886	0.0019113583891601379	0.0020280037108153007
58	0.0017620110419358627	0.00186710072769054	0.0016231431447884777	0.0016799664006719867	0.002006280530355897
59	0.0018785540211210398	0.0017300414489097135	0.0015656106848097107	0.0016141225507222687	0.0019504794928753319
60	0.0017975823342183815	0.0016506683412577374	0.0018838067967749228	0.0020639259217939423	0.0015648556325260968
61	0.0017997017637077285	0.0018491053026946857	0.001851710445937691	0.001514004542013626	0.0015684558005507833
62	0.001624051063186917	0.0017727877086718866	0.0019206776544750147	0.0015935508061492314	0.001836378661279956
63	0.0016046572377504944	0.0015191695206620381	0.0015630117002590133	0.0014906063674204073	0.0014855123453894389
64	0.0015729144137944593	0.001461827441487606	0.0016496318089828405	0.001499880009599232	0.0015711715364537138
65	0.0017450283155537995	0.0016191111931713276	0.0015482472550866374	0.0014298147457416388	0.0016263387544625148
66	0.001520552805419926	0.0013820851057295106	0.0016734636478694979	0.001868380020431206	0.0016877765444675901
67	0.0015518913676042677	0.0016310011024359304	0.0016881039065747869	0.001588891114226584	0.001916140667267809
68	0.0017162809966266201	0.0012582665184058056	0.0014234485779201227	0.001693029555458811	0.0014326647564469914
69	0.0014485755673587638	0.0014009941670146701	0.0016484213195824	0.0016054288544525032	0.0014761462402809768
70	0.0016232104470409313	0.0016864914589428766	0.0014553849242196126	0.0014703416609701675	0.0015319085338514422
71	0.001543820253390663	0.0013362239402244312	0.001378720167348103	0.0013216820007442482	0.0013189160907763075
72	0.0015076152375977873	0.0013860085008521386	0.001627053055121919	0.0013491405868230396	0.0013287537292852307
