Error,Time,Mean P,P1,P2,P3,P4
2.8817777607199696e-05,13350.0,0.001701766118837297,0.0016756297206472713,0.0017838036909833882,0.0016515688860917514,0.001696062177626777
7.933289405596918e-05,13450.0,0.0015575456784153495,0.001744273894586116,0.001358939915075858,0.0015395858857017491,0.0015873830182976745
9.252420899524678e-05,13550.0,0.0016946429797698808,0.0018032098918177274,0.001445094082250488,0.0018619052601995104,0.0016683626848117967
0.0001118630133866988,13650.0,0.002006060319960831,0.0021589235782667484,0.0022319588631691755,0.0017717771561164416,0.0018615816822909591
0.00013759637152920332,13750.0,0.001820537098616792,0.0019543906914612635,0.00203886479301222,0.0018675983556135048,0.0014212945543801802
5.911849860974384e-05,13850.0,0.0016561072724936379,0.0014983865763738636,0.0016519185625244572,0.0017814425533210388,0.001692681397755192
0.0001622930725308972,13950.0,0.0019219006781466515,0.0019313553440057358,0.0021780387892676935,0.0014611541315295805,0.0021170544477835964
2.6631995289896482e-05,14050.0,0.001528883677519578,0.001485989380322524,0.0015068767497721848,0.0015161632374420782,0.0016065053425415251
0.00013208692491123761,14150.0,0.001718445510443218,0.0013770524208430762,0.0017185379345218631,0.0020205704538298094,0.0017576212325781228
5.753090458490006e-05,14250.0,0.001475124669920751,0.0015382164332416446,0.0015528975711671003,0.001305276448164552,0.0015041082271097077
0.0001746505028189985,14350.0,0.00179391097626329,0.0017197591074686856,0.0020859834272103635,0.002039551919891864,0.0013303494504822468
0.00016637719325118724,14450.0,0.001532291054356197,0.00186499823414051,0.0013531441580602584,0.0011575189773648448,0.001753502847859174
0.00012988998014482796,14550.0,0.0017178156911794784,0.0018840912298922696,0.0016269914597727955,0.0019661965191310376,0.0013939835559218113
7.773737970675519e-05,14650.0,0.001649750059977337,0.001419632599500045,0.001696105073813695,0.0017579108889755942,0.001725351677620014
6.17991717806695e-05,14750.0,0.0014216753723789238,0.0013038519286808926,0.0015455818304800373,0.0015096722521830306,0.001327595478171735
0.00010994038632814247,14850.0,0.0015625054028760288,0.0017859220983033517,0.0017111107052137074,0.0013326542200140707,0.001420334587972986
0.00015814871175320183,14950.0,0.00168266097527035,0.001738725155378045,0.0018750603522197566,0.0012199735879716343,0.0018968848055119646
0.00011230024971907161,15050.0,0.0015609948448259575,0.0012929372448746204,0.0015158903433603434,0.0015983877895474736,0.001836764001521392
8.938635415396375e-05,15150.0,0.0017363633222077387,0.0015804935526384858,0.0015954658374108537,0.0019467798269138822,0.0018227140718677331
0.0001149307690186798,15250.0,0.0017409296899016005,0.001945227194197352,0.0016871848832518195,0.001439213560872964,0.0018920931212842655
0.00015961535395685045,15350.0,0.0018426442341399401,0.0019487598961050782,0.0014669614748019802,0.0017355668152704419,0.0022192887503822596
0.00016689415250332332,15450.0,0.001549143989690679,0.0012411830305083334,0.001912075184376067,0.0012912526764650267,0.0017520650674132893
7.852549264788951e-05,15550.0,0.0013898504108341811,0.0015213529767719944,0.0015225179849829963,0.0013036374151480967,0.0012118932664336377
7.016797455630659e-05,15650.0,0.0014906635596581702,0.0013410485711092364,0.0016729583563746646,0.001512615385756467,0.001436031925392313
0.00012860513470124788,15750.0,0.0016125326125466036,0.0014738509838360975,0.0014411317467017328,0.0019931674550229374,0.001541980264625646
0.00010099002544059033,15850.0,0.0013857932075937876,0.0014705232250084377,0.0013238539604816055,0.0011386941238371944,0.0016101015210479132
4.7451168028453974e-05,15950.0,0.0012688493546305724,0.0013509932167219422,0.001237157558925015,0.0011487690366858772,0.0013384776061894548
0.00012159630372937803,16050.0,0.0016343052779244334,0.0012896315918856983,0.0016367238072469246,0.001810572782679069,0.0018002929298860419
5.651103846429986e-05,16150.0,0.0013964290314210203,0.0014286323811188342,0.0012407703263731024,0.0014060286502002228,0.0015102847679919218
0.00013757175069705426,16250.0,0.0013292842414952598,0.0011089922208567657,0.0017152417147044097,0.0013356074810998454,0.0011572955493200185
9.993195437704048e-05,16350.0,0.0014909571118880249,0.001470601423779634,0.0015123769955929533,0.0012465367052730495,0.0017343133229064621
0.00018767302868033474,16450.0,0.0013863574510405785,0.0010548510093185708,0.0016084072299309097,0.0010822954658360816,0.0017998760990767526
0.00010902740589481336,16550.0,0.0013741685519660972,0.0012085864521551263,0.0014127272153243824,0.0012078194168137976,0.0016675411235710833
6.130837890676137e-05,16650.0,0.001333113314087691,0.001295793746056788,0.001490567644287972,0.001349543681638244,0.0011965481843677597
5.6392433621539755e-05,16750.0,0.0014701915214361471,0.0013708368063305137,0.0015468108050748967,0.0013762953903937664,0.0015868230839454118
9.762820878148722e-05,16850.0,0.0016100224897800336,0.00175619200354993,0.0017666787781026989,0.0015649504396926305,0.0013522687377748755
6.133995160116384e-05,16950.0,0.0013278539417910882,0.0013438603755549304,0.0014911205371036143,0.0012711528140375546,0.0012052820404682544
0.00015086953775263328,17050.0,0.001298862633475653,0.0008789558899426776,0.0014772688723038447,0.0015534555226383983,0.0012857702490176913
0.0001223028403121289,17150.0,0.0012770988238982929,0.001186803504498405,0.001017329236471465,0.0015980586808857198,0.0013062038737375818
2.4837053992722314e-05,17250.0,0.0011815186972748634,0.0012109693005164194,0.001128762588705039,0.0011514555494907077,0.0012348873503872872
6.854665471643118e-05,17350.0,0.0013530661688980034,0.0012313131489775312,0.0014718721014952774,0.001237405737275197,0.001471673687844008
5.098706920730115e-05,17450.0,0.00124683109431691,0.0011331283154046015,0.0012388835766823914,0.0012341535473257836,0.0013811589378548634
0.00014131804866559437,17550.0,0.0011964825647417922,0.0009053755928293194,0.0010110958292727599,0.0013755058877508316,0.0014939529491142579
0.00014070172309052102,17650.0,0.0011891180851232677,0.0010591453671036403,0.0016086283871762266,0.0010071613157093557,0.0010815372705038483
5.212953215945953e-05,17750.0,0.0013836372005710412,0.001348450330763096,0.001537409011117564,0.001305706357588423,0.0013429831028150823
0.00011886491057044189,17850.0,0.0012632608545202983,0.0010180265281316205,0.001553751633315169,0.001350171577857248,0.0011310936787771555
0.00011574308018679269,17950.0,0.0012467405149656878,0.00122649062627304,0.0010354252076555193,0.0015733335612825778,0.001151712664651614
0.00010063749546668025,18050.0,0.0011321783156919359,0.0009865745265666736,0.00119787196626204,0.0013875700713426348,0.0009566966985963953
8.106259678591768e-05,18150.0,0.0012050152913480263,0.0011282457968506358,0.0014236151558660176,0.0010471623349453214,0.0012210378777301298
