Error,Time,Mean P,P1,P2,P3,P4
0.011418168947053468,850.0,0.21262637455995603,0.19175956298707622,0.2097007722007722,0.24498562785958652,0.20405953519238915
0.012132946955546127,950.0,0.1905149976669321,0.16247434490000479,0.1779974634487427,0.21006928578755465,0.2115188965314263
0.013454160347862842,1050.0,0.17557983095536286,0.15322979210306362,0.18431534519464451,0.15496755568326862,0.20980663084047468
0.01182928513815198,1150.0,0.14637541105808963,0.1247943588270955,0.1594627818372006,0.12819357102761378,0.1730509325404487
0.008171819509687886,1250.0,0.14617933072225467,0.12309579366584877,0.14609628250224152,0.15749645380841457,0.15802879291251384
0.0049291809332143695,1350.0,0.13121132438838634,0.13222138354230442,0.13841076300947663,0.11698205493800672,0.13723109606375758
0.002114028309265887,1450.0,0.11075335954855639,0.10596269511360373,0.1084575734778155,0.11468349468288769,0.11390967491991863
0.005513618022918774,1550.0,0.11393731533617316,0.10182345893394489,0.1285667684238615,0.11202024599027863,0.11333878799660757
0.00515763932713508,1650.0,0.09908388433399859,0.09750002870325265,0.08794037541747891,0.09797978154930823,0.11291535166595454
0.003718514377767729,1750.0,0.08949746258489166,0.08381455970857378,0.0836361932051067,0.09122947632815658,0.09930962109772962
0.0052891373699153026,1850.0,0.08750903402335569,0.08255700996036908,0.07778172313426497,0.08747255302464982,0.10222484997413894
0.0024440186345777914,1950.0,0.07580642765185404,0.07097136740555032,0.07882492796523437,0.07238229326187735,0.08104712197475412
0.00422903382902405,2050.0,0.07074674194883401,0.07286670203602238,0.06771902965029143,0.08121419498665007,0.06118704112237216
0.002767134033768021,2150.0,0.06183225416527986,0.06751746233058227,0.054678560583230285,0.06065479335692166,0.06447820039038522
0.0015426532713895319,2250.0,0.057250780134698545,0.061782429893947007,0.05660906963955099,0.055453955278913905,0.055157665726382255
0.003831233245805549,2350.0,0.06237221703589865,0.06443593899669077,0.05579021304513111,0.05693879615357108,0.07232391994820164
0.0034846070719877238,2450.0,0.051777914806545346,0.058337531471945966,0.04858504995117017,0.0566831416250589,0.043505936178006334
0.0013122386526348423,2550.0,0.04315479356378575,0.04083375622049474,0.040951176415702215,0.045113598684917176,0.04572064293402886
0.00027870974013234905,2650.0,0.039342957184504736,0.039781028690545985,0.03986834536989693,0.038854794894765024,0.03886765978281099
0.002248868189416323,2750.0,0.039127684220204836,0.03434400087256898,0.03938858882080186,0.04509780897266607,0.03768033821478241
0.0028982781070929966,2850.0,0.03651049702337867,0.03263873186692528,0.04509031519441661,0.033410325435091384,0.03490261559708141
0.0011304821863194466,2950.0,0.031022060429198008,0.02962828210884977,0.029254171143468535,0.030979663175902502,0.034226125288571226
0.001773362909897639,3050.0,0.03004643052790653,0.034718662528828596,0.03035413535398481,0.026250040935858213,0.028862883292954507
0.0013075514138832644,3150.0,0.028109982469393203,0.02866218516454242,0.03144772109695865,0.02529753279104946,0.02703249082502229
0.0015667819394484198,3250.0,0.027572236036762687,0.027560821998802193,0.031720595002144414,0.024145179991302796,0.026862347154801347
0.0016272626744690487,3350.0,0.022287679083375,0.01766118206428309,0.023938890294491637,0.022506726348538193,0.02504391762618708
0.0012044349527492774,3450.0,0.023244329550033083,0.026073774160065046,0.020898638251706934,0.02162714755294232,0.024377758235418025
0.0004496987552763104,3550.0,0.02339039824553752,0.02277468044194483,0.02431135019676892,0.023997025135600814,0.022478537207835523
0.0005080393788757822,3650.0,0.018696969810723375,0.019831200602298486,0.018832654168798264,0.017359866898869317,0.01876415757292743
0.0005125843726199068,3750.0,0.019414704122032327,0.01912134331476068,0.02065341949000342,0.01820528098324794,0.019678772700117277
0.0008619974363188688,3850.0,0.01790628133240571,0.018602550426081704,0.01796610330356799,0.015510530569478733,0.019545941030494403
0.000776171558847167,3950.0,0.016574190009538074,0.01550225998076167,0.01525858627693665,0.016902133130310453,0.01863378065014353
0.0004644673175206943,4050.0,0.016504741123293105,0.01570552825815094,0.01571446344441877,0.01712307981911476,0.017475892971487945
0.0005014705499932511,4150.0,0.014476822057056072,0.013680644164925435,0.015357330529257304,0.013538854801957306,0.015330458732084247
0.0006095634306338082,4250.0,0.014403168809311927,0.014314963483172703,0.01481149857804841,0.015697936080191485,0.012788277095835115
0.0008976162107237436,4350.0,0.012422160796308519,0.01179722651849188,0.010162350733313275,0.013792356056553545,0.013936709876875378
0.0005746521573213561,4450.0,0.012607075763053775,0.012280609887896332,0.012152562239948275,0.01429073488310143,0.01170439604126906
0.00032521427212916013,4550.0,0.011492404136638892,0.01090151133572106,0.012240301990415618,0.010996564169769445,0.011831239050649454
0.0009059281828099076,4650.0,0.010910526238574064,0.009122279083311967,0.011228705846362371,0.009991949565330163,0.01329917045929175
0.0007397519950795139,4750.0,0.010443002673699773,0.010033221595230325,0.012585346992048132,0.009969371515347032,0.009184070592173603
0.0008674578295879702,4850.0,0.00994018971310638,0.008320705737545361,0.012058506923268366,0.008743307110816714,0.010638239080795081
0.0007551504821867108,4950.0,0.009604161348784501,0.011252154148148447,0.009201508539522164,0.010244341624337157,0.007718641083130239
0.0005061084280883221,5050.0,0.008753236977216089,0.008271837125934451,0.008471408475312619,0.010246452928486163,0.008023249379131122
0.00022276669593307153,5150.0,0.008994723306349489,0.008472508807248522,0.008903340332102223,0.009050334613899426,0.009552709472147787
0.00037024952504044565,5250.0,0.008810121703562213,0.008353313370520317,0.009902522803575167,0.00863552697920309,0.008349123660950272
0.00015346483013412498,5350.0,0.008163010495620076,0.008534267542655996,0.008172537863567697,0.007782622896084011,0.0081626136801726
0.0003624227930985639,5450.0,0.006945344880711758,0.006212348912097541,0.007618449988397289,0.006434894003879345,0.007515686618472857
0.00026867992627542536,5550.0,0.007680827179652297,0.007961871257433086,0.006908494236194407,0.00811368874502055,0.007739254479961144
0.0003840490252139996,5650.0,0.008727478075138795,0.008680976389222052,0.007670445659186734,0.009423380744595545,0.009135109507550844
0.0002869742721653698,5750.0,0.006618686619698454,0.005775626900336076,0.006982624300204101,0.00698127508495865,0.0067352201932949895
0.00033905166127710587,5850.0,0.006683670581817925,0.007534377535583577,0.005961123480804937,0.006369107881701676,0.006870073429181507
0.0003705169988137627,5950.0,0.006575517234621421,0.007616887542749556,0.006145213986679269,0.005960888511216667,0.006579078897840191
0.0004337576126160389,6050.0,0.006455874658356602,0.006977248375395891,0.007328287770998159,0.005402967239013404,0.006114995248018956
0.00034636104027104556,6150.0,0.005937152546048528,0.006055369563227454,0.006596351571030753,0.006135336837755714,0.00496155221218019
0.00018533619919984778,6250.0,0.0057967911996423555,0.005485004516949294,0.006324882966869166,0.005768351535541725,0.005608925779209239
0.00014250704262174128,6350.0,0.005515298999365556,0.005396832212625627,0.005938606819997405,0.005318094736368044,0.005407662228471145
0.00041763834337966527,6450.0,0.005428354567863651,0.005523433383419363,0.005550597328623975,0.004308391692582574,0.00633099586682869
0.00029465935884332567,6550.0,0.005159731202222914,0.0046214058299733525,0.005976849486592515,0.004869420180821138,0.005171249311504647
0.0003394765530539735,6650.0,0.0052770128798929235,0.004496390567520469,0.006106019234139795,0.005459144298209991,0.005046497419701436
0.0002250704229719666,6750.0,0.0045794695801389595,0.0051539832917620355,0.004719470039062792,0.004183813534831504,0.004260611454899508
0.00023072087568625556,6850.0,0.004398444323518333,0.003986259698762064,0.004105524291755708,0.005010323541545881,0.004491669762009681
0.00012448725184512568,6950.0,0.004516903202041346,0.004291817242309945,0.004527913031440201,0.004860864999727966,0.004387017534687275
0.0002845851265413324,7050.0,0.004132435809577033,0.004256373462531548,0.004013060396869675,0.004816537561102213,0.0034437718178046968
0.0001683703727218605,7150.0,0.004511356972579846,0.004590213231503548,0.004954570383487136,0.004275303947724288,0.004225340327604412
0.00034158092766296925,7250.0,0.004615383108056644,0.0038133562615547886,0.004926251886824824,0.0053803973052714525,0.0043415269785755115
0.00012996300014397912,7350.0,0.004315043099502518,0.004333215749721868,0.0043417687478641154,0.003975866825723936,0.0046093210747001545
0.00013572858564081075,7450.0,0.0038681057838193525,0.0037521815076754493,0.0037996540017407178,0.0036553793676934454,0.004265208258167797
0.00047620370575146765,7550.0,0.00416430239470799,0.003582269768321855,0.0032249796895469163,0.00451092119544273,0.005339038925520459
0.0002581895931106588,7650.0,0.0036942429446056423,0.004443940894178111,0.003290309266895588,0.00360783766817443,0.00343488394917444
0.00021484106994715623,7750.0,0.003586881390463822,0.0037619065176506036,0.0034602656280126754,0.004065689205101585,0.003059664211090424
0.0002956730084511451,7850.0,0.003917293110035365,0.0032169903885915807,0.004658541713724615,0.0039614679003088194,0.003832172437516446
0.0002604353511802282,7950.0,0.003745906928337521,0.0034429444707401386,0.003216821880876943,0.0043810768675045875,0.003942784494228412
0.00020985001613454577,8050.0,0.0030023777688622886,0.003357010659917876,0.0031963857279905207,0.002400538348602716,0.0030555763389380416
0.0001337954656521963,8150.0,0.003431184108525892,0.0032020067069793196,0.003755796211915286,0.0032216558659058435,0.00354527764930312
0.00030938548619140817,8250.0,0.0034802634470596774,0.004231626609084063,0.0027269418713182017,0.0033901640247737262,0.0035723212830627194
0.0001267487396696963,8350.0,0.00316882039562379,0.0034201892690891036,0.003143870143959873,0.0032829229787582925,0.0028282991906878894
0.00013053801673708278,8450.0,0.0031559261821676107,0.0035014604973912754,0.0029907360096200126,0.003209869211984237,0.002921639009674917
0.000320860279260069,8550.0,0.003306006854117513,0.002575722175990298,0.0032209648242982132,0.004139398494321311,0.0032879419218602287
0.00012393491046558828,8650.0,0.0028737168855263577,0.002687999337225432,0.003233663751714178,0.0028370386348330794,0.0027361658183327423
0.00029911261064606966,8750.0,0.002988845636625729,0.0030576319450984508,0.003793022136294394,0.002408912472164323,0.0026958159929457493
0.00019030253383624633,8850.0,0.0029949035981802065,0.0029663771013362554,0.0032954844511761386,0.0032502913253220447,0.0024674615148863872
0.00017022817809328358,8950.0,0.0029382322873732565,0.0034410227346952046,0.002688621575669387,0.0027946444663908593,0.002828640372737576
0.00013949400570399404,9050.0,0.0027996688955371296,0.0027294016989643116,0.0029057787905572116,0.0031108856581121658,0.0024526094345148305
0.0003570843880870289,9150.0,0.003119808476035887,0.0038912362216713004,0.002200356559252607,0.002995498915096808,0.003392142208122832
0.00014870203997694955,9250.0,0.002892564880712574,0.002859678856762036,0.00311651704230552,0.003109968198869182,0.0024840954249135583
0.000115227907012313,9350.0,0.0027785781481905023,0.002930333052233741,0.002751074793592889,0.0029692610337902193,0.002463643713145159
0.00015634004273195189,9450.0,0.002742975243334874,0.002906245037390985,0.0026061226523198294,0.0030815989285009316,0.002377934355127751
0.0003718522061192108,9550.0,0.0029171728234282032,0.003971370354858732,0.00259586393435298,0.002253950774119705,0.002847506230381396
0.00019230583541849597,9650.0,0.002762651110066649,0.0022885794770194905,0.0026107550954497885,0.0030803440503004097,0.0030709258174969065
0.0001549661238616539,9750.0,0.0025921092804996573,0.0024582538680747363,0.0022810109698973165,0.002621606018135882,0.003007566265890695
9.78562949696512e-05,9850.0,0.002748865876725289,0.0027919668886409784,0.002479996978177491,0.0027743527307573686,0.0029491469093253174
0.00013499445161000196,9950.0,0.00236925600586163,0.002349975629236023,0.0027514357273040837,0.002244379224253115,0.002131233442653298
9.440557804452417e-05,10050.0,0.0023691964277118074,0.0022605739151263346,0.0025187582369062484,0.0025383887945523366,0.0021590647642623093
0.0001937679258345277,10150.0,0.0020085854079283172,0.0017154636829096765,0.001753180707365874,0.0025557584798838453,0.002009938761553873
0.0001477901281931898,10250.0,0.002406932860497686,0.002815345001549764,0.0021467934482274262,0.0024240041494891875,0.002241588842724367
0.0002121259154537587,10350.0,0.0027605283880208836,0.0023733915131759972,0.002544419632834153,0.003346262316050595,0.0027780400900227886
8.873879895736838e-05,10450.0,0.0022350882662340115,0.0023357384165022506,0.0020061322934611715,0.0024081273818996516,0.0021903549730729714
7.58719413388209e-05,10550.0,0.0021943466977872024,0.0022135283678146648,0.0021119146526831405,0.002399054718517463,0.0020528890521335423
7.758576699427924e-05,10650.0,0.002358471260037519,0.0021349760482295326,0.0024481351036866605,0.0023739598949578723,0.00247681399327601
0.00018332540561256995,10750.0,0.0022470211396841957,0.002400763554529902,0.0021268458538021983,0.002657236548610544,0.0018032386017941395
0.0003547097839847532,10850.0,0.0024986226149466047,0.0021357336654789943,0.0021510547989717936,0.002144991989780681,0.003562710005554949
0.00023774418746667705,10950.0,0.002450441281380792,0.002040629126366112,0.0031346783847224003,0.0022658650976335325,0.0023605925168011244
0.0002703988916369121,11050.0,0.0024550954905250342,0.0018072395917614428,0.0024050302269289447,0.0024787746884647834,0.003129337454944967
0.00016425568059762086,11150.0,0.0022829659830273822,0.0020020327776005668,0.0027379189224253906,0.0020893914257849376,0.0023025208062986352
0.0001718910932754286,11250.0,0.0023970413728029837,0.00262501524211737,0.0022473956911996783,0.001985637431697499,0.002730117126197387
8.377448874160825e-05,11350.0,0.0022467573066488086,0.0024868064713854097,0.0021478026581318774,0.0021176928529485595,0.002234727244129388
6.914991376914467e-05,11450.0,0.002080240274113373,0.002162732018402692,0.001890180032794695,0.00206819423739103,0.0021998548078650754
0.00014971129464032317,11550.0,0.0023108915926474804,0.0023210932994013607,0.0027302318822996236,0.002076650820047878,0.00211559036884106
0.00010860049956180486,11650.0,0.0020216306644526257,0.00223293627092634,0.0017253688156542225,0.0021165439747785706,0.002011673596451369
0.00022081256206224413,11750.0,0.0022065489385595174,0.0020316677466072045,0.0019398477666725642,0.0028665939265881224,0.00198808631437018
0.00014044529754961686,11850.0,0.0017113314218045832,0.0018195791280737324,0.0020588373968127,0.0014969620174112431,0.0014699471449206574
0.00010373477120416947,11950.0,0.0020614896540839503,0.0022407705515318497,0.0018169610028694323,0.002226526326687814,0.0019617007352467058
9.879734497740867e-05,12050.0,0.001837331751940899,0.0015735526927324035,0.0019976892762676468,0.0017982431529983817,0.0019798418857651635
0.00013995676034326014,12150.0,0.0019572096031497347,0.0019454027786115866,0.002175665432840861,0.0015659263527530946,0.0021418438483933955
0.00023319206632728003,12250.0,0.002188585415124178,0.0021327797054541938,0.0028526761209355656,0.0019926242845194767,0.0017762615495874757
0.0001543932529431195,12350.0,0.0018632566832233034,0.0015827669498695584,0.002206439864504434,0.0016225861693852958,0.002041233749133926
0.0001768033492049923,12450.0,0.0019103647912506376,0.001925959375820921,0.0024011146467184602,0.001711239466576598,0.0016031456758865718
8.343944574074687e-05,12550.0,0.0020780113722478543,0.0020031673933190324,0.0019552275729179665,0.002029618194059163,0.0023240323286952552
4.3934354259214963e-05,12650.0,0.001778169946474194,0.0016633836135750296,0.0018447411395245712,0.0018491430367210111,0.0017554119960761644
0.00015733806598208132,12750.0,0.0015922098219620642,0.0020599493845256042,0.0013767395504423509,0.001461857938837586,0.0014702924140427157
0.00015459378587165978,12850.0,0.001599650339683521,0.0013963902725040922,0.001284722551850281,0.001936324453323144,0.0017811640810565677
0.00021008124962569109,12950.0,0.002014905485815662,0.0022887077404669977,0.0022816145564271964,0.0014000979925664172,0.002089201653802037
0.00014767248604880944,13050.0,0.0018419533352393024,0.002249563865012123,0.00185691987906929,0.0016855734710078062,0.0015757561258679905
0.0001812522377033456,13150.0,0.001994137066667844,0.0020341241434105738,0.0014933955915191275,0.0023581933311800107,0.002090835200561663
0.00022450922285373456,13250.0,0.0017098540127014035,0.0010882074370646075,0.0016893658948901344,0.001954044888644609,0.002107797830206263
